キャラクター,タイトル,
ガウルのジェネレイター変身,ジェネレイターガウル,
コウジ,ジェネレイターガウル,
リョウ,ジェネレイターガウル,
七宝マサミ,ジェネレイターガウル,
千明ナツメ,ジェネレイターガウル,
斎藤リュウコ,ジェネレイターガウル,
神（カナエ）,ジェネレイターガウル,
ネカサタクマ,ジェネレイターガウル,
七宝恵子,ジェネレイターガウル,
特撮同好会部長,ジェネレイターガウル,
マネージャー,ジェネレイターガウル,
めめずドリルバズバズ男,ジェネレイターガウル,
部長,ジェネレイターガウル,
チチ,ジェネレイターガウル,
赤ヤラセマン,ジェネレイターガウル,
モモコ,ジェネレイターガウル,
司会,ジェネレイターガウル,
ストーリー,ジェネレイターガウル,
マドカ,ジェネレイターガウル,
サヤカ,ジェネレイターガウル,
スミカ,ジェネレイターガウル,
安岡 紫音（やすおか しおん）,しおんの王,11
安岡 信次（やすおか しんじ）,しおんの王,
安岡 幸子（やすおか さちこ）,しおんの王,
斉藤 歩（さいとう あゆみ）,しおんの王,
二階堂 沙織（にかいどう さおり）,しおんの王,
羽仁 真（はに まこと）,しおんの王,
羽仁 悟（はに さとる）,しおんの王,
久谷 啓司（ひさたに けいじ） / 久谷 徹（ひさたに とおる）<アニメ>,しおんの王,
神園 修（かみぞの おさむ）,しおんの王,
山村 香太郎（やまむら きょうたろう）,しおんの王,
菅沢 進（すがさわ すすむ）,しおんの王,
本間 素生（ほんま すお）,しおんの王,
大田 武（おおた たけし）,しおんの王,
京戸（きょうど）,しおんの王,
渡辺（わたなべ）,しおんの王,
古田（ふるた）,しおんの王,
職員,しおんの王,
小林（こばやし）,しおんの王,
亀井（かめい）,しおんの王,
斉藤 ふみ子（さいとう ふみこ）,しおんの王,
岡（おか）/坂井（さかい）/千秋（ちあき）,しおんの王,
横山（よこやま）,しおんの王,
立川（たちかわ）,しおんの王,
瀬戸 一美（せと かずみ）,しおんの王,
紫音の父,しおんの王,
紫音の母,しおんの王,
佐々角 吾郎（ささかど ごろう）,しおんの王,
エリ,しおんの王,
望月 一美（もちづきかずよし）,しおんの王,
有馬 公生（ありま こうせい）,四月は君の嘘,11
宮園 かをり（みやぞの かおり）,四月は君の嘘,
澤部 椿（さわべ つばき）,四月は君の嘘,
渡 亮太（わたり りょうた）,四月は君の嘘,
斉藤（さいとう）,四月は君の嘘,
柏木 奈緒（かしわぎ なお）,四月は君の嘘,
井川 絵見（いがわ えみ）,四月は君の嘘,
相座 武士（あいざ たけし）,四月は君の嘘,
有馬 早希（ありま さき）,四月は君の嘘,
瀬戸 紘子（せと ひろこ）,四月は君の嘘,
相座 凪（あいざ なぎ）,四月は君の嘘,
三池 俊也（みいけ としや）,四月は君の嘘,
落合 由里子（おちあい ゆりこ）,四月は君の嘘,
高柳 明（たかやなぎ あきら）,四月は君の嘘,
井端 潤三（いばた じゅんぞう）,四月は君の嘘,
風間（かざま）,四月は君の嘘,
梨田（なしだ）,四月は君の嘘,
かをりの両親（宮園好是、宮園涼子[13]）,四月は君の嘘,
絵見の両親,四月は君の嘘,
武士の母,四月は君の嘘,
泉（いずみ）,四月は君の嘘,
さつき、小麦（こむぎ）,四月は君の嘘,
有馬 隆彦（ありま たかひこ）,四月は君の嘘,
椿の母,四月は君の嘘,
岡 耕介（おか こうすけ）,四月は君の嘘,
せつこ,四月は君の嘘,
チェルシー,四月は君の嘘,
屍鬼（しき）,屍鬼,11
人狼（じんろう）,屍鬼,
外場村（そとばむら）,屍鬼,
山入（やまいり）,屍鬼,
尾崎医院（おざき いいん）,屍鬼,
兼正（かねまさ）,屍鬼,
虫送り（むしおくり）,屍鬼,
弔組（とむらいぐみ）,屍鬼,
高砂運送（たかさご うんそう）,屍鬼,
尾崎 敏夫（おざき としお）,屍鬼,
室井 静信（むろい せいしん）,屍鬼,
桐敷 沙子（きりしき すなこ）,屍鬼,
結城 夏野（ゆうき なつの）,屍鬼,
武藤 徹（むとう とおる）,屍鬼,
村迫 正雄（むらさこ まさお）,屍鬼,
清水 恵（しみず めぐみ）,屍鬼,
田中 かおり（たなか かおり）,屍鬼,
田中 昭（たなか あきら）,屍鬼,
室井 信明（むろい しんめい）,屍鬼,
室井 美和子（むろい みわこ）,屍鬼,
田所 光男（たどころ みつお）,屍鬼,
田所 克江（たどころ かつえ）,屍鬼,
池辺（いけべ）,屍鬼,
角（すみ）,屍鬼,
鶴見（つるみ）,屍鬼,
尾崎 恭子（おざき きょうこ）,屍鬼,
尾崎 孝江（おざき たかえ）,屍鬼,
尾崎（おざき）,屍鬼,
国広 律子（くにひろ りつこ）,屍鬼,
永田 清美（ながた きよみ）,屍鬼,
橋口 やすよ（はしぐち やすよ）,屍鬼,
汐見 雪（しおみ ゆき）,屍鬼,
井崎 聡子（いさき さとこ）,屍鬼,
高野 藤代（たかの ふじよ）,屍鬼,
関口 ミキ（せきぐち ミキ）,屍鬼,
武藤（むとう）,屍鬼,
十和田（とわだ）,屍鬼,
下山（しもやま）,屍鬼,
桐敷 正志郎（きりしき せいしろう）,屍鬼,
桐敷 千鶴（きりしき ちづる）,屍鬼,
辰巳（たつみ）,屍鬼,
江渕（えぶち）,屍鬼,
倉橋 佳枝（くらはし よしえ）,屍鬼,
村迫 秀正（むらさこ ひでまさ）,屍鬼,
村迫 三重子（むらさこ みえこ）,屍鬼,
大川 義五郎（おおかわ ぎごろう）,屍鬼,
結城（ゆうき）,屍鬼,
小出 梓（こいで あずさ）,屍鬼,
大川 富雄（おおかわ とみお）,屍鬼,
大川 かず子（おおかわ かずこ）,屍鬼,
大川 浪江（おおかわ なみえ）,屍鬼,
大川 篤（おおかわ あつし）,屍鬼,
大川 瑞恵（おおかわ みずえ）,屍鬼,
大川 豊（おおかわ ゆたか）,屍鬼,
大川 長太郎（おおかわ ちょうたろう）,屍鬼,
大川 規恵（おおかわ のりえ）,屍鬼,
大川 茂（おおかわ しげる）,屍鬼,
前田 巌（まえだ いわお）,屍鬼,
前田 登美子（まえだ とみこ）,屍鬼,
前田 勇（まえだ いさみ）,屍鬼,
前田 元子（まえだ もとこ）,屍鬼,
前田 茂樹（まえだ しげき）,屍鬼,
前田 志保梨（まえだ しおり）,屍鬼,
前田 時夫（まえだ ときお）,屍鬼,
前田 利香（まえだ りか）,屍鬼,
武藤 静子（むとう しずこ）,屍鬼,
武藤 葵（むとう あおい）,屍鬼,
武藤 保（むとう たもつ）,屍鬼,
安森 義一（やすもり ぎいち）,屍鬼,
安森 一成（やすもり かずなり）,屍鬼,
安森 厚子（やすもり あつこ）,屍鬼,
安森 和也（やすもり かずや）,屍鬼,
安森 淳子（やすもり じゅんこ）,屍鬼,
安森 徳次郎（やすもり とくじろう）,屍鬼,
安森 節子（やすもり せつこ）,屍鬼,
安森 幹康（やすもり みきやす）,屍鬼,
安森 奈緒（やすもり なお）,屍鬼,
安森 進（やすもり すすむ）,屍鬼,
安森 誠一郎（やすもり せいいちろう）,屍鬼,
安森 米子（やすもり よねこ）,屍鬼,
安森 弘二（やすもり こうじ）,屍鬼,
安森 日向子（やすもり ひなこ）,屍鬼,
田中 良和（たなか よしかず）,屍鬼,
田中 佐知子（たなか さちこ）,屍鬼,
清水 徳郎（しみず とくろう）,屍鬼,
清水 武雄（しみず たけお）,屍鬼,
清水 寛子（しみず ひろこ）,屍鬼,
清水 雅司（しみず まさじ）,屍鬼,
清水 隆司（しみず りゅうじ）,屍鬼,
清水 裕美（しみず ゆみ）,屍鬼,
清水 祐（しみず ゆう）,屍鬼,
村迫 宗秀（むらさこ むねひで）,屍鬼,
村迫 良子（むらさこ りょうこ）,屍鬼,
村迫 英輝（むらさこ ひでき）,屍鬼,
村迫 宗貴（むらさこ むねたか）,屍鬼,
村迫 智寿子（むらさこ ちずこ）,屍鬼,
村迫 博巳（むらさこ ひろみ）,屍鬼,
村迫 智香（むらさこ ちか）,屍鬼,
加藤 義秀（かとう よしひで）,屍鬼,
加藤 澄江（かとう すみえ）,屍鬼,
加藤 ゆきえ（かとう ゆきえ）,屍鬼,
加藤 実（かとう みのる）,屍鬼,
加藤 裕介（かとう ゆうすけ）,屍鬼,
矢野 妙（やの たえ）,屍鬼,
矢野 加奈美（やの かなみ）,屍鬼,
後藤田 ふき（ごとうだ ふき）,屍鬼,
後藤田 秀司（ごとうだ しゅうじ）,屍鬼,
後藤田 久美（ごとうだ くみ）,屍鬼,
後藤田 響子（ごとうだ きょうこ）,屍鬼,
田茂 定市（たも さだいち）,屍鬼,
田茂 キヨ（たも キヨ）,屍鬼,
田茂 定文（たも さだふみ）,屍鬼,
田茂 広也（たも ひろや）,屍鬼,
田茂 定次（たも さだじ）,屍鬼,
田茂 聡美（たも さとみ）,屍鬼,
田茂 悠子（たも ゆうこ）,屍鬼,
松尾 誠二（まつお せいじ）,屍鬼,
松尾 有香子（まつお ゆかこ）,屍鬼,
松尾 康志（まつお やすし）,屍鬼,
松尾 高志（まつお たかし）,屍鬼,
松尾 静（まつお しずか）,屍鬼,
松尾 潤（まつお じゅん）,屍鬼,
小池 昌治（こいけ まさはる）,屍鬼,
小池 保雄（こいけ やすお）,屍鬼,
小池 董子（こいけ とうこ）,屍鬼,
小池 郁生（こいけ いくお）,屍鬼,
国広 康恵（くにひろ やすえ）,屍鬼,
国広 緑（くにひろ みどり）,屍鬼,
楠 正也（くすのき まさや）,屍鬼,
楠 章二（くすのき しょうじ）,屍鬼,
広沢（ひろさわ）,屍鬼,
広沢 豊子（ひろさわ とよこ）,屍鬼,
広沢 高俊（ひろさわ たかとし）,屍鬼,
広沢 麻由美（ひろさわ まゆみ）,屍鬼,
広沢 武子（ひろさわ たけこ）,屍鬼,
広沢 隆文（ひろさわ たかふみ）,屍鬼,
竹村 源一（たけむら げんいち）,屍鬼,
竹村 美智夫（たけむら みちお）,屍鬼,
竹村 ムネ（たけむら ムネ）,屍鬼,
竹村 タツ（たけむら タツ）,屍鬼,
佐藤 笈太郎（さとう おいたろう）,屍鬼,
大塚 弥栄子（おおつか やえこ）,屍鬼,
大塚 吉五郎（おおつか きちごろう）,屍鬼,
大塚 隆之（おおつか たかゆき）,屍鬼,
大塚 浩子（おおつか ひろこ）,屍鬼,
大塚 康幸（おおつか やすゆき）,屍鬼,
伊藤 郁美（いとう いくみ）,屍鬼,
伊藤 玉恵（いとう たまえ）,屍鬼,
石田（いしだ）,屍鬼,
石田 千枝（いしだ ちえ）,屍鬼,
長谷川（はせがわ）,屍鬼,
長谷川 ちよみ（はせがわ ちよみ）,屍鬼,
松村 安造（まつむら やすぞう）,屍鬼,
松村 康代（まつむら やすよ）,屍鬼,
田代 正紀（たしろ まさき）,屍鬼,
田代 留美（たしろ るみ）,屍鬼,
田代 孝（たしろ たかし）,屍鬼,
太田 剛造（おおた ごうぞう）,屍鬼,
太田 健治（おおた けんじ）,屍鬼,
太田 道代（おおた みちよ）,屍鬼,
行田 文吾（ぎょうだ ぶんご）,屍鬼,
行田 悦子（ぎょうだ えつこ）,屍鬼,
高見（たかみ）,屍鬼,
高見 秀子（たかみ ひでこ）,屍鬼,
森（もり）,屍鬼,
前原 セツ（まえはら セツ）,屍鬼,
千代（ちよ）,屍鬼,
支倉 糸子（はせくら いとこ）,屍鬼,
本橋 鶴子（もとはし つるこ）,屍鬼,
奈良（なら）,屍鬼,
今泉（いまいずみ）,屍鬼,
小川（おがわ）,屍鬼,
田村 弘岳（たむら ひろたけ）,屍鬼,
山崎 和歌（やまざき わか）,屍鬼,
滝 重造（たき じゅうぞう）,屍鬼,
富幸（とみこう）,屍鬼,
柚木（ゆずき）,屍鬼,
速見（はやみ）,屍鬼,
三上（みかみ）,屍鬼,
武田（たけだ）,屍鬼,
マコト,屍鬼,
大沢（おおさわ）,屍鬼,
長田（ながた）,屍鬼,
佐々木（ささき）,屍鬼,
谷口（たにぐち）,屍鬼,
津原（つはら）,屍鬼,
ゲンシ,時空探偵ゲンシクン,11
オトタン,時空探偵ゲンシクン,
大和 トキオ（やまと トキオ）,時空探偵ゲンシクン,
大和 ソラ（やまと ソラ）,時空探偵ゲンシクン,
大和博士（やまとはかせ）,時空探偵ゲンシクン,
神宮寺 レイ（じんぐうじ レイ）,時空探偵ゲンシクン,
プーちゃん / プテラ,時空探偵ゲンシクン,
鳴神 京一郎（なるかみ きょういちろう）,時空探偵ゲンシクン,
トキG,時空探偵ゲンシクン,
TPレディ / 愛野 瞳（あいの ひとみ）,時空探偵ゲンシクン,
ダイナ,時空探偵ゲンシクン,
マイト,時空探偵ゲンシクン,
ヨミG,時空探偵ゲンシクン,
藤木源之助（ふじき げんのすけ）,シグルイ,11
伊良子清玄（いらこ せいげん）,シグルイ,
岩本虎眼（いわもと こがん）,シグルイ,
牛股権左衛門（うしまた ごんざえもん）,シグルイ,
岩本三重（いわもと みえ）,シグルイ,
いく,シグルイ,
近藤涼之介（こんどう すずのすけ）,シグルイ,
宗像進八郎（むなかた しんぱちろう）,シグルイ,
山崎九郎右衛門（やまざき くろうえもん）,シグルイ,
丸子彦兵衛（まりこ ひこべえ）,シグルイ,
興津三十郎（おきつ さんじゅうろう）,シグルイ,
根尾谷六郎兵衛（ねおや ろくろべえ）,シグルイ,
伊吹半心軒（いぶき はんしんけん）,シグルイ,
金岡雲竜斎（かなおか うんりゅうさい）,シグルイ,
茂助（もすけ）,シグルイ,
大坪（おおつぼ）,シグルイ,
舟木一伝斎（ふなき いちでんさい）,シグルイ,
舟木数馬（ふなき かずま）、舟木兵馬（ふなき ひょうま）,シグルイ,
屈木頑之助（くつき がんのすけ）,シグルイ,
舟木千加（ふなき ちか）,シグルイ,
賎機検校（しずはたけんぎょう）,シグルイ,
夕雲（せきうん）,シグルイ,
蝉丸（せみまる）,シグルイ,
友六（ともろく）,シグルイ,
蔦の市（つたのいち）,シグルイ,
三枝高昌（さえぐさ たかまさ）,シグルイ,
お蓉（およう）,シグルイ,
丹波蝙也斎（たんば へんやさい）,シグルイ,
檜垣陣五郎（ひがき じんごろう）,シグルイ,
蛇平四郎（くちなわ へいしろう）,シグルイ,
孕石備前守（はらみいしびぜんのかみ）,シグルイ,
孕石雪千代（はらみいし ゆきちよ）,シグルイ,
峻安（しゅんあん）,シグルイ,
馬渕刑部介（まぶち ぎょうぶのすけ）,シグルイ,
猪又晋吾（いのまた しんご）,シグルイ,
月岡雪之介（つきおか ゆきのすけ）,シグルイ,
笹原修三郎（ささはら しゅうざぶろう）,シグルイ,
笹原権八郎（ささはら ごんぱちろう）,シグルイ,
座波間左衛門（ざなみ かんざえもん）、磯田きぬ（いそだ きぬ）,シグルイ,
五位鷺志津馬（ごいさぎ しづま）,シグルイ,
徳川忠長（とくがわ ただなが）,シグルイ,
鳥居成次（とりい なおつぐ）,シグルイ,
柳生宗矩（やぎゅう むねのり）,シグルイ,
伊達政宗（だて まさむね）,シグルイ,
土井利勝（どい としかつ）,シグルイ,
閻魔 あい（えんま あい）,地獄少女,11
御景 ゆずき（みかげ ゆずき）,地獄少女,
寒河江 ミチル（さがえ ミチル）,地獄少女,
輪入道（わにゅうどう）,地獄少女,
一目連（いちもくれん）,地獄少女,
骨女（ほねおんな）,地獄少女,
山童（やまわろ）,地獄少女,
人面蜘蛛,地獄少女,
あいの祖母,地獄少女,
きくり,地獄少女,
柴田 一（しばた はじめ）,地獄少女,
柴田 つぐみ（しばた つぐみ）,地獄少女,
柴田 あゆみ（しばた あゆみ）,地獄少女,
仙太郎（せんたろう）,地獄少女,
あいの両親,地獄少女,
ジル・ドゥ・ロンフェール (Gilles De L'Enfer),地獄少女,
エスパー☆ワタナベ,地獄少女,
西（にし）,地獄少女,
稲垣 隆史（いながき たかし）,地獄少女,
大滝（おおたき） / 演 - 渡辺哲,地獄少女,
紅林 拓真（くればやし たくま）,地獄少女,
飯合 誠一（めしあい せいいち）,地獄少女,
飯合 蛍（めしあい ほたる）,地獄少女,
水谷 せり（みずたに せり）,地獄少女,
蓮江 保晴（はすえ やすはる）,地獄少女,
露木 泰嗣（つゆき たいじ）,地獄少女,
高杉 秋恵（たかすぎ あきえ）,地獄少女,
江上 そら（えがみ そら）,地獄少女,
尾藤 望（びとう のぞみ）,地獄少女,
椎名 珠代（しいな たまよ）,地獄少女,
八神 邦彦（やがみ くにひこ）,地獄少女,
蒲生 高道（がもう たかみち）,地獄少女,
犬尾 篤志（いぬお あつし）,地獄少女,
鷲巣 貴輝（わしず たかてる）,地獄少女,
平石 逸子（ひらいし いつこ）,地獄少女,
北山 明（きたやま あきら）,地獄少女,
湯川 猛 （ゆかわ たける）,地獄少女,
片瀬 利々香（かたせ りりか）,地獄少女,
稲生 楓（いなお かえで）,地獄少女,
諸星 綺羅（もろほし きら）、芹沢 夕菜（せりざわ ゆうな）,地獄少女,
市村 和也（いちむら かずや）,地獄少女,
浜野 知里子（はまの ちりこ）,地獄少女,
松田 友秀（まつだ ともひで）,地獄少女,
水原 文男（みずはら ふみお）,地獄少女,
丹下 英人（たんげ ひでと）,地獄少女,
新山 美和（にいやま みわ）,地獄少女,
真山 梓（まやま あずさ）,地獄少女,
高杉 憲久（たかすぎ のりひさ）,地獄少女,
藤堂 まりや（とうどう まりや）,地獄少女,
藤堂 創一（とうどう そういち）,地獄少女,
鵺野 鳴介（ぬえの めいすけ）,地獄先生ぬ～べ～,11
陽神明（ひのかみあきら）,地獄先生ぬ～べ～,
立野 広（たての ひろし）,地獄先生ぬ～べ～,
稲葉 郷子（いなば きょうこ）,地獄先生ぬ～べ～,
細川 美樹（ほそかわ みき）,地獄先生ぬ～べ～,
木村 克也（きむら かつや）,地獄先生ぬ～べ～,
栗田 まこと（くりた まこと）,地獄先生ぬ～べ～,
中島 法子（なかじま のりこ）,地獄先生ぬ～べ～,
白戸 秀一（しらと しゅういち）,地獄先生ぬ～べ～,
山口 晶（やまぐち アキラ）,地獄先生ぬ～べ～,
金田 勝（かねだ まさる）,地獄先生ぬ～べ～,
菊池 静（きくち しずか）,地獄先生ぬ～べ～,
木下 あゆみ（きのした あゆみ）,地獄先生ぬ～べ～,
小林 由香（こばやし ゆか）,地獄先生ぬ～べ～,
松井さん,地獄先生ぬ～べ～,
山田英司,地獄先生ぬ～べ～,
佐藤よしえ,地獄先生ぬ～べ～,
橋本太[30],地獄先生ぬ～べ～,
堀江清[32],地獄先生ぬ～べ～,
上野まさえ[33],地獄先生ぬ～べ～,
大滝茜[34],地獄先生ぬ～べ～,
関谷優[35],地獄先生ぬ～べ～,
成実,地獄先生ぬ～べ～,
修二,地獄先生ぬ～べ～,
岡崎さん,地獄先生ぬ～べ～,
盤棚さん[36],地獄先生ぬ～べ～,
飯島 久美子（いいじま くみこ）,地獄先生ぬ～べ～,
加々美 潤（かがみ じゅん）,地獄先生ぬ～べ～,
北 健斗（きた けんと）,地獄先生ぬ～べ～,
橘 百合愛（たちばな ゆりあ）,地獄先生ぬ～べ～,
滝川 衛（たきがわ まもる）,地獄先生ぬ～べ～,
卯月 星蘭（うづき せいら）,地獄先生ぬ～べ～,
小山 瑠海（こやま るみ）,地獄先生ぬ～べ～,
王 勇輝（おう ゆうき）,地獄先生ぬ～べ～,
苫米地 茉莉（とまべち まり）,地獄先生ぬ～べ～,
諸星 はずる（もろぼし はずる）,地獄先生ぬ～べ～,
帆中 穂奈美（ほなか ほなみ）,地獄先生ぬ～べ～,
あさみ,地獄先生ぬ～べ～,
須場 文子（すば ふみこ）、瀬川 里亜（せがわ さとあ）,地獄先生ぬ～べ～,
花札 大（はなふだ だい）,地獄先生ぬ～べ～,
宇多栗旬（うたぐりしゅん）,地獄先生ぬ～べ～,
木村 愛美（きむら まなみ）,地獄先生ぬ～べ～,
山口 圭介（やまぐち けいすけ）,地獄先生ぬ～べ～,
篠崎 愛（しのざき あい）,地獄先生ぬ～べ～,
風間 守（かざま まもる）,地獄先生ぬ～べ～,
北村 薫（きたむら かおる）,地獄先生ぬ～べ～,
鮎原 みどり（あゆはら みどり）,地獄先生ぬ～べ～,
沙知代（さちよ）,地獄先生ぬ～べ～,
村田 正和（むらた まさかず）,地獄先生ぬ～べ～,
緑川 詩織（みどりかわ しおり）,地獄先生ぬ～べ～,
新島 兼太（にいじま けんた）,地獄先生ぬ～べ～,
鈴木 蘭太郎（すずき らんたろう）,地獄先生ぬ～べ～,
亀山（かめやま）,地獄先生ぬ～べ～,
吉岡 慎介（よしおか しんすけ）（アニメ版では忘田多郎）,地獄先生ぬ～べ～,
山下（やました）,地獄先生ぬ～べ～,
真困内 猿比羅悪（まこまない えんぺらあ）,地獄先生ぬ～べ～,
北原徹、安岡正樹,地獄先生ぬ～べ～,
吉崎圭佑、三井修、日向勉、黒木雄一郎,地獄先生ぬ～べ～,
川瀬葵、高野早希,地獄先生ぬ～べ～,
松本詩織、佐藤あゆみ、古田真梨子、吉野桜子,地獄先生ぬ～べ～,
桐原玲子、斎藤芽以,地獄先生ぬ～べ～,
高橋 律子（たかはし リツコ）,地獄先生ぬ～べ～,
校長,地獄先生ぬ～べ～,
石川,地獄先生ぬ～べ～,
大月良彦（おおつき よしひこ）,地獄先生ぬ～べ～,
黒井 まみ（くろい まみ）,地獄先生ぬ～べ～,
教頭,地獄先生ぬ～べ～,
生江際（はえぎわ）,地獄先生ぬ～べ～,
太良子（たらこ）,地獄先生ぬ～べ～,
小野乃小町（おののこまち）,地獄先生ぬ～べ～,
喜屋武ひとみ,地獄先生ぬ～べ～,
渡 晴男,地獄先生ぬ～べ～,
広の父親,地獄先生ぬ～べ～,
広の母親,地獄先生ぬ～べ～,
郷子の母親,地獄先生ぬ～べ～,
郷子の父親,地獄先生ぬ～べ～,
細川美加（ほそかわ みか）,地獄先生ぬ～べ～,
細川忠,地獄先生ぬ～べ～,
まことの母親,地獄先生ぬ～べ～,
まことの父親,地獄先生ぬ～べ～,
まことの祖母,地獄先生ぬ～べ～,
晶の母親,地獄先生ぬ～べ～,
法子の母親,地獄先生ぬ～べ～,
法子の父親,地獄先生ぬ～べ～,
金田の母親,地獄先生ぬ～べ～,
あゆみの母親,地獄先生ぬ～べ～,
北栄二（きたえいじ）,地獄先生ぬ～べ～,
土屋多絵（つちやたえ）,地獄先生ぬ～べ～,
健斗の母親,地獄先生ぬ～べ～,
滝川 あけみ（たきがわあけみ）,地獄先生ぬ～べ～,
衛の父親,地獄先生ぬ～べ～,
星蘭の父親,地獄先生ぬ～べ～,
星蘭の母親,地獄先生ぬ～べ～,
百合愛の母親,地獄先生ぬ～べ～,
真困内猿比羅悪の母親,地獄先生ぬ～べ～,
瑠海の母親,地獄先生ぬ～べ～,
高校生の不良少年三人組,地獄先生ぬ～べ～,
和尚,地獄先生ぬ～べ～,
北島 マヤ男（きたじま マヤお）,地獄先生ぬ～べ～,
幹久（みきひさ）,地獄先生ぬ～べ～,
トモコ、かずみ,地獄先生ぬ～べ～,
井狩（いかり）,地獄先生ぬ～べ～,
あやの,地獄先生ぬ～べ～,
本条マサヨシ（ほんじょう‐）,地獄先生ぬ～べ～,
死刑囚の男性,地獄先生ぬ～べ～,
すず,地獄先生ぬ～べ～,
中谷（なかたに）,地獄先生ぬ～べ～,
吉田よしの（よしだよしの）,地獄先生ぬ～べ～,
パンツ大橋（パンツおおはし）,地獄先生ぬ～べ～,
Aに関する謎,地獄先生ぬ～べ～,
桜井 奈絵（さくらい なえ）,地獄先生ぬ～べ～,
秋山恵,地獄先生ぬ～べ～,
八百比丘尼（はっぴゃくびくに）,地獄先生ぬ～べ～,
杉田 琴美（すぎた ことみ）,地獄先生ぬ～べ～,
百鬼 久作（なきり きゅうさく）,地獄先生ぬ～べ～,
越智辺 ゆう子（おちべ ゆうこ）,地獄先生ぬ～べ～,
内村 ゆうき（うちむら ゆうき）,地獄先生ぬ～べ～,
寺田 明子（てらだ あきこ）,地獄先生ぬ～べ～,
九州の小学校の児童達,地獄先生ぬ～べ～,
山崎絵里（やまざき えり）,地獄先生ぬ～べ～,
梅澤（うめざわ）,地獄先生ぬ～べ～,
アデリーナ,地獄先生ぬ～べ～,
ドクター江楠,地獄先生ぬ～べ～,
沼崎終造（ぬまざきしゅうぞう）,地獄先生ぬ～べ～,
ピエール・ブルボン,地獄先生ぬ～べ～,
葉月 いずな（はづき いずな）,地獄先生ぬ～べ～,
美奈子先生,地獄先生ぬ～べ～,
無限界 時空（むげんかい じくう）,地獄先生ぬ～べ～,
げんこつ屋のおばあさん,地獄先生ぬ～べ～,
明石谷 一馬（あかしや かずま）,地獄先生ぬ～べ～,
ヤン・カイルン,地獄先生ぬ～べ～,
管乱坊（かんらんぼう）,地獄先生ぬ～べ～,
雀狐（ジャコ）,地獄先生ぬ～べ～,
空虚（くうきょ）,地獄先生ぬ～べ～,
真・鬼天帝,地獄先生ぬ～べ～,
ラミア,地獄先生ぬ～べ～,
ジルド・レイ,地獄先生ぬ～べ～,
ブラド・ツェッペ,地獄先生ぬ～べ～,
丑光（うしみつ）,地獄先生ぬ～べ～,
たこ焼き屋のおじさん,地獄先生ぬ～べ～,
カルラ・シン,地獄先生ぬ～べ～,
下場（したば）,地獄先生ぬ～べ～,
野宮毛籾男（のみやげ もみお）,地獄先生ぬ～べ～,
馬頭（ばとう）、魚藍（ぎょらん）,地獄先生ぬ～べ～,
鳥山石燕（とりやませきえん）,地獄先生ぬ～べ～,
喜多川歌麿（きたがわうたまろ）,地獄先生ぬ～べ～,
丸山隆平（まるやまりゅうへい）（関ジャニ∞）,地獄先生ぬ～べ～,
玉藻 京介（たまも きょうすけ）/ 荼吉権現天狐,地獄先生ぬ～べ～,
南雲 京太（なぐも けいた）,地獄先生ぬ～べ～,
ゆきめ,地獄先生ぬ～べ～,
速魚（はやめ）,地獄先生ぬ～べ～,
座敷童子（ざしきわらし）,地獄先生ぬ～べ～,
ゆきべ~,地獄先生ぬ～べ～,
カバのパン屋の主人,地獄先生ぬ～べ～,
古田 豪（ふるた ごう）,地獄先生ぬ～べ～,
大天狗（おおてんぐ）,地獄先生ぬ～べ～,
黒井 蛇魅暗（くろい だみあん）,地獄先生ぬ～べ～,
覇鬼（ばき）,地獄先生ぬ～べ～,
絶鬼（ぜっき）,地獄先生ぬ～べ～,
眠鬼（みんき）,地獄先生ぬ～べ～,
ベベルブブ,地獄先生ぬ～べ～,
一本ダタラ（いっぽんダタラ） / 山颪（やまおろし）,地獄先生ぬ～べ～,
小玉鼠（こだまねずみ）,地獄先生ぬ～べ～,
つらら,地獄先生ぬ～べ～,
オオミズツ,地獄先生ぬ～べ～,
岩天狗（いわてんぐ）,地獄先生ぬ～べ～,
雪鍛冶（ゆきかじ）,地獄先生ぬ～べ～,
ぬらりひょん,地獄先生ぬ～べ～,
麒麟（きりん）,地獄先生ぬ～べ～,
ダイダラボッチ,地獄先生ぬ～べ～,
亀の神獣,地獄先生ぬ～べ～,
死神（しにがみ）,地獄先生ぬ～べ～,
偶然の女神（ぐうぜんのめがみ）,地獄先生ぬ～べ～,
九尾の狐（きゅうびのきつね）,地獄先生ぬ～べ～,
マクラノショージ,地獄先生ぬ～べ～,
肝狸（きもり）,地獄先生ぬ～べ～,
はたもんば,地獄先生ぬ～べ～,
二宮金次郎像（にのみやきんじろうぞう）,地獄先生ぬ～べ～,
弥々子河童（ねねこがっぱ）,地獄先生ぬ～べ～,
青行燈（あおあんどん）,地獄先生ぬ～べ～,
霊霧魚（レムギョ）,地獄先生ぬ～べ～,
人食いモナリザ（ひとくいモナリザ）,地獄先生ぬ～べ～,
ほのみ、ひろみ、あけみ,地獄先生ぬ～べ～,
鏡の悪魔（かがみのあくま）,地獄先生ぬ～べ～,
人面疽（じんめんそ）,地獄先生ぬ～べ～,
人面犬（じんめんけん）,地獄先生ぬ～べ～,
七人ミサキ（しちにんミサキ）,地獄先生ぬ～べ～,
異次元の魔物（いじげんのまもの）,地獄先生ぬ～べ～,
しょうけら,地獄先生ぬ～べ～,
