キャラクター,タイトル,
竜宮流房術（りゅうぐうりゅうぼうじゅつ）,オオカミさんと七人の仲間たち,
佐田 恭也（さた きょうや）,オオカミ少女と黒王子,4
篠原 エリカ（しのはら エリカ）,オオカミ少女と黒王子,
三田 亜由美（さんだ あゆみ）,オオカミ少女と黒王子,
日比谷 健（ひびや たける）,オオカミ少女と黒王子,
神谷 望（かみや のぞみ）,オオカミ少女と黒王子,
立花 マリン（たちばな マリン）,オオカミ少女と黒王子,
手塚 愛姫（てづか あき）,オオカミ少女と黒王子,
日下部 憂（くさかべ ゆう）,オオカミ少女と黒王子,
佐田 怜香（さた れいか）,オオカミ少女と黒王子,
佐田 瞳（さた ひとみ）,オオカミ少女と黒王子,
深見 レナ（ふかみ レナ）,オオカミ少女と黒王子,
木村 良人（きむら よしと）,オオカミ少女と黒王子,
村井 肇（むらい はじめ）,オオカミ少女と黒王子,
佐田 結奈（さた ゆいな）,オオカミ少女と黒王子,
ケン,狼少年ケン,4
ポッポ,狼少年ケン,
チッチ,狼少年ケン,
ボス,狼少年ケン,
ジャック,狼少年ケン,
キラー,狼少年ケン,
ブラック／山猫,狼少年ケン,
ゴリラ,狼少年ケン,
大熊,狼少年ケン,
ドロシー,狼少年ケン,
ウォーリー,狼少年ケン,
クラフト・ロレンス,狼と香辛料,4
ホロ,狼と香辛料,
ヤレイ,狼と香辛料,
クロエ,狼と香辛料,
ゼーレン,狼と香辛料,
ワイズ,狼と香辛料,
リヒテン・マールハイト,狼と香辛料,
エーレンドット,狼と香辛料,
ノーラ・アレント,狼と香辛料,
エネク,狼と香辛料,
ヤコブ・タランティーノ,狼と香辛料,
ハンス・レメリオ,狼と香辛料,
マーティン・リーベルト,狼と香辛料,
ラトペアロン,狼と香辛料,
フェルミ・アマーティ,狼と香辛料,
マルク・コール,狼と香辛料,
アデーレ・コール,狼と香辛料,
エウ・ラント,狼と香辛料,
ギ・バトス,狼と香辛料,
ディアン・ルーベンス,狼と香辛料,
リーンドット,狼と香辛料,
ギヨーム・エヴァン,狼と香辛料,
フランツ・シュティングハイム,狼と香辛料,
エルサ・シュティングハイム,狼と香辛料,
セム,狼と香辛料,
イーマ・ラネル,狼と香辛料,
バン,狼と香辛料,
アロルド・エクルンド,狼と香辛料,
エーブ・ボラン（フルール・ボラン）,狼と香辛料,
ヘレーナ[2],狼と香辛料,
リゴロ・デドリ,狼と香辛料,
ルッズ・エリンギン,狼と香辛料,
イブン・ラグーサ,狼と香辛料,
トート・コル,狼と香辛料,
クラス,狼と香辛料,
アリエス・ベランジェ,狼と香辛料,
テッド・レイノルズ,狼と香辛料,
ルド・キーマン,狼と香辛料,
ジーダ,狼と香辛料,
セイン・ナトレ,狼と香辛料,
アム・ドイッチマン,狼と香辛料,
ラグ・ピアスキー,狼と香辛料,
ハスキンズ,狼と香辛料,
ハイ・バートン,狼と香辛料,
クローリィ,狼と香辛料,
ハンス,狼と香辛料,
フルール・フォン・イーターゼンテル・マリエル・ボラン,狼と香辛料,
オーラー,狼と香辛料,
ベルトラ,狼と香辛料,
ミルトン・ポースト,狼と香辛料,
ハフナー・ユーグ,狼と香辛料,
フラン・ヴォネリ,狼と香辛料,
ウルー・ミュラー,狼と香辛料,
ヴィノ,狼と香辛料,
カテリーナ・ルッチ,狼と香辛料,
カカナ・リンギット,狼と香辛料,
ジョゼッペ・オーゼンシュタイン,狼と香辛料,
トリー・ロン＝クスコフ・カレカ,狼と香辛料,
アマン・グウィングドット,狼と香辛料,
アルス・ヴィッド,狼と香辛料,
ヨアン・エルドリッヒ,狼と香辛料,
フィロン・ジームグルント,狼と香辛料,
ル・ロワ,狼と香辛料,
パロ、キリス、ユエ、インティ、シャリエミン,狼と香辛料,
ミューリ,狼と香辛料,
ルワード・ミューリ,狼と香辛料,
マックス・モイジ,狼と香辛料,
ヒルデ・シュナウ,狼と香辛料,
ルイス,狼と香辛料,
レボネト,狼と香辛料,
ラジ・グレム,狼と香辛料,
クラウス・フォン・ハビリシ3世,狼と香辛料,
エマニエル・ヤナーキン,狼と香辛料,
リフキン,狼と香辛料,
アニー,狼と香辛料,
ハンナ,狼と香辛料,
ヒルベルト・フォン・デバウ,狼と香辛料,
モリス,狼と香辛料,
フリード・リッテンマイヤー,狼と香辛料,
ポール、シュティッケンガルト、エドワード二世,狼と香辛料,
カーム,狼と香辛料,
サイラス,狼と香辛料,
アラム,狼と香辛料,
セリム,狼と香辛料,
アマーリエ・ドラウシュテム＝ハディシュ,狼と香辛料,
ヤーギン,狼と香辛料,
ハイランド,狼と香辛料,
クラフト・ロレンス,狼と香辛料II,
ホロ,狼と香辛料II,
三橋 廉（ミハシ レン）,おおきく振りかぶって,4
阿部 隆也（あべ たかや）,おおきく振りかぶって,
田島 悠一郎（たじま ゆういちろう）,おおきく振りかぶって,
花井 梓（はない あずさ）,おおきく振りかぶって,
栄口 勇人（さかえぐち ゆうと）,おおきく振りかぶって,
水谷 文貴（みずたに ふみき）,おおきく振りかぶって,
巣山 尚治（すやま しょうじ）,おおきく振りかぶって,
沖 一利（おき かずとし）,おおきく振りかぶって,
泉 孝介（いずみ こうすけ）,おおきく振りかぶって,
西広 辰太郎（にしひろ しんたろう）,おおきく振りかぶって,
篠岡 千代（しのおか ちよ）,おおきく振りかぶって,
百枝まりあ（ももえ まりあ）,おおきく振りかぶって,
志賀 剛司（しが つよし）,おおきく振りかぶって,
浜田 良郎（はまだ よしろう）,おおきく振りかぶって,
梅原 圭介（うめはら けいすけ）,おおきく振りかぶって,
梶山 力（かじやま りき）,おおきく振りかぶって,
友井 紋乃（ともい あやの）,おおきく振りかぶって,
小川 美亜（おがわ みあ）,おおきく振りかぶって,
深見 智花（ふかみ ちか）,おおきく振りかぶって,
松田 佳之（まつだ よしゆき）,おおきく振りかぶって,
野々宮 祥子（ののみや しょうこ）,おおきく振りかぶって,
三橋 尚江（みはし なおえ）,おおきく振りかぶって,
三橋 玲一（みはし れいいち）,おおきく振りかぶって,
花井 きく江（はない きくえ）,おおきく振りかぶって,
花井 飛鳥（はない あすか）、花井 遥（はない はるか）,おおきく振りかぶって,
巣山 英子（すやま えいこ）,おおきく振りかぶって,
水谷 きよえ（みずたに きよえ）,おおきく振りかぶって,
泉 恵子（いずみ けいこ）,おおきく振りかぶって,
沖 久美子（おき くみこ）,おおきく振りかぶって,
田島 美輪子（たじま みわこ）,おおきく振りかぶって,
阿部 美佐枝（あべ みさえ）,おおきく振りかぶって,
阿部 隆（あべ たかし）,おおきく振りかぶって,
阿部 旬(あべ しゅん),おおきく振りかぶって,
栄口 和花子（さかえぐち わかこ）,おおきく振りかぶって,
栄口 幸裕(さかえぐち ゆきひろ),おおきく振りかぶって,
西広 かずみ（にしひろ かずみ）,おおきく振りかぶって,
篠岡 悦子（しのおか えつこ）,おおきく振りかぶって,
百枝 利昭（ももえ としあき）,おおきく振りかぶって,
河合 和己（かわい かずき）,おおきく振りかぶって,
高瀬 準太（たかせ じゅんた）,おおきく振りかぶって,
島崎 慎吾（しまざき しんご）,おおきく振りかぶって,
青木 毅彦（あおき たけひこ）,おおきく振りかぶって,
真柴 迅（ましば じん）,おおきく振りかぶって,
仲沢 利央（なかざわ りおう）,おおきく振りかぶって,
前川 俊彦（まえかわ としひこ）,おおきく振りかぶって,
松永 雅也（まつなが まさや）,おおきく振りかぶって,
本山 裕史（もとやま ゆうじ）,おおきく振りかぶって,
山ノ井 圭輔（やまのい けいすけ）,おおきく振りかぶって,
桐青野球部 監督（とうせいやきゅうぶ かんとく）,おおきく振りかぶって,
佐倉 大地（さくら だいち）,おおきく振りかぶって,
市原 豊（いちはら ゆたか）,おおきく振りかぶって,
小山 大樹（おやま ひろき）,おおきく振りかぶって,
沢村 真人（さわむら まさと）,おおきく振りかぶって,
原田 玲一（はらだ れいいち）,おおきく振りかぶって,
杉田 亨（すぎた とおる）,おおきく振りかぶって,
古沢 淳（ふるさわ あつし）,おおきく振りかぶって,
上村 良一（かみむら りょういち）,おおきく振りかぶって,
田中 光照（たなか みつてる）,おおきく振りかぶって,
滝井 朋也（たきい ともや）,おおきく振りかぶって,
仲沢 呂佳（なかざわ ろか）,おおきく振りかぶって,
和田 誠（わだ まこと）,おおきく振りかぶって,
倉田 岳史（くらた たけし）,おおきく振りかぶって,
矢野 淳（やの あつし）,おおきく振りかぶって,
宮田 直正（みやた なおまさ）,おおきく振りかぶって,
竹之内 善斗（たけのうち よしと）,おおきく振りかぶって,
鹿島 匠（かしま たくみ）,おおきく振りかぶって,
斎藤 優（さいとう ゆう）,おおきく振りかぶって,
川島 公（かわしま こう）,おおきく振りかぶって,
石川 哲郎（いしかわ てつろう）,おおきく振りかぶって,
松下 貴光（まつした たかみつ）,おおきく振りかぶって,
北村 謙太郎（きたむら けんたろう）,おおきく振りかぶって,
守谷 修平（もりや しゅうへい）,おおきく振りかぶって,
加具山 直人（かぐやま なおと）,おおきく振りかぶって,
榛名 元希（はるな もとき）,おおきく振りかぶって,
秋丸 恭平（あきまる きょうへい）,おおきく振りかぶって,
大河 浩宣（おおかわ ひろのり）,おおきく振りかぶって,
町田 祐樹（まちだ ゆうき）,おおきく振りかぶって,
宮下 涼音（みやした すずね）,おおきく振りかぶって,
鈴木 葵（すずき あおい）,おおきく振りかぶって,
鈴木 涼（すずき りょう）,おおきく振りかぶって,
柴 有紀（しば ゆうき）,おおきく振りかぶって,
高橋 航（たかはし こう）,おおきく振りかぶって,
小野 嵩人 （おの たかひと）,おおきく振りかぶって,
森 陵太 （もり りょうた）,おおきく振りかぶって,
長沢 （ながさわ）,おおきく振りかぶって,
橋本 仁志（はしもと ひとし）,おおきく振りかぶって,
河野 祥平（こうの しょうへい）,おおきく振りかぶって,
加藤 正芳（かとう まさよし）,おおきく振りかぶって,
安達 慎也（あだち しんや）,おおきく振りかぶって,
上倉（うえくら）,おおきく振りかぶって,
吉田 友成（よしだ ともなり）,おおきく振りかぶって,
太田川 好美（おおたがわ よしみ）,おおきく振りかぶって,
塩入 千紘（しおいり ちひろ）,おおきく振りかぶって,
北川 章（きたがわ あきら）,おおきく振りかぶって,
小杉 駿人（こすぎ はやと）,おおきく振りかぶって,
増田 雄二（ますだ ゆうじ）,おおきく振りかぶって,
坂巻 純平（さかまき じゅんぺい）,おおきく振りかぶって,
田辺 友将（たなべ ともまさ）,おおきく振りかぶって,
松原 芳朗（まつばら よしあき）,おおきく振りかぶって,
叶 修悟（かのう しゅうご）,おおきく振りかぶって,
畠 篤史（はたけ あつし）,おおきく振りかぶって,
織田 裕行（おだ ひろゆき）,おおきく振りかぶって,
三橋 瑠里（みはし るり）,おおきく振りかぶって,
上代 祥真（かみしろ しょうま）,おおきく振りかぶって,
石田 成津（いしだ なつ）,おおきく振りかぶって,
藤丘 省吾（ふじおか しょうご）,おおきく振りかぶって,
中村 正（なかむら ただし）,おおきく振りかぶって,
江藤 大貴（えとう たいき）,おおきく振りかぶって,
長田 理（ながた おさむ）,おおきく振りかぶって,
会沢 大志（あいざわ たいし）,おおきく振りかぶって,
岸川 徹 （きしかわ とおる）,おおきく振りかぶって,
森 隆平（もり りゅうへい）,おおきく振りかぶって,
田口,おおきく振りかぶって,
福田 正巳（ふくだ まさみ）,おおきく振りかぶって,
永宮 悠吾（ながみや ゆうご）,おおきく振りかぶって,
野口 由成（のぐち よしなり）,おおきく振りかぶって,
土屋 翼（つちや つばさ）,おおきく振りかぶって,
石井 篤史（いしい あつし）,おおきく振りかぶって,
杉原 聡（すぎはら さとし）,おおきく振りかぶって,
森笠 隼人（もりかさ はやと）,おおきく振りかぶって,
新井 暁（アライ サトル）,おおきく振りかぶって,
和泉隼斗（いずみ はやと）,おくさまが生徒会長!,4
若菜羽衣（わかな うい）,おくさまが生徒会長!,
三隅倫（みすみ りん）,おくさまが生徒会長!,
新倉あやね（にいくら あやね）,おくさまが生徒会長!,
藤咲可憐（ふじさき かれん）,おくさまが生徒会長!,
猿渡真都（さわたり まこと）,おくさまが生徒会長!,
隼斗の父（仮称）,おくさまが生徒会長!,
和泉 響香（いずみ きょうか）,おくさまが生徒会長!,
若菜みさと（わかな みさと）,おくさまが生徒会長!,
若菜亮二（わかな りょうじ）,おくさまが生徒会長!,
三隅慧（みすみ けい）,おくさまが生徒会長!,
西条ほのか（さいじょう ほのか）,おくさまが生徒会長!,
和泉隼斗（いずみ はやと）,おくさまが生徒会長!+!,
若菜羽衣（わかな うい）,おくさまが生徒会長!+!,
三隅倫（みすみ りん）,おくさまが生徒会長!+!,
新倉あやね（にいくら あやね）,おくさまが生徒会長!+!,
藤咲可憐（ふじさき かれん）,おくさまが生徒会長!+!,
猿渡真都（さわたり まこと）,おくさまが生徒会長!+!,
隼斗の父（仮称）,おくさまが生徒会長!+!,
和泉 響香（いずみ きょうか）,おくさまが生徒会長!+!,
若菜みさと（わかな みさと）,おくさまが生徒会長!+!,
若菜亮二（わかな りょうじ）,おくさまが生徒会長!+!,
三隅慧（みすみ けい）,おくさまが生徒会長!+!,
西条ほのか（さいじょう ほのか）,おくさまが生徒会長!+!,
小野原麻美（おのはら あさみ）,おくさまは女子高生,4
市丸恭介（いちまる きょうすけ）,おくさまは女子高生,
堀口かすみ（ほりぐち かすみ）,おくさまは女子高生,
遠藤さとみ（えんどう さとみ）,おくさまは女子高生,
小野原巌（おのはら いわお）,おくさまは女子高生,
岩崎航平（いわさき こうへい）,おくさまは女子高生,
岩崎（いわさき）,おくさまは女子高生,
水ノ咲サクラ（みずのさき サクラ）,おくさまは女子高生,
水ノ咲サスケ（みずのさき サスケ）,おくさまは女子高生,
園田（そのだ）,おくさまは女子高生,
矢野透（やの とおる）,おくさまは女子高生,
矢野真理子（やの まりこ）,おくさまは女子高生,
桜木あや（さくらぎ あや）,おくさまは女子高生,
天海明（あまみ あきら）,おくさまは女子高生,
浅羽嬉子 / アニエス・ベル,奥さまは魔法少女,4
神楽巽,奥さまは魔法少女,
浅羽保,奥さまは魔法少女,
紅さやか / クルージェ・ギャップ,奥さまは魔法少女,
本平舞子 / カルダン・エルゼ,奥さまは魔法少女,
美杉紀 / マーラ・アックス,奥さまは魔法少女,
美杉彩佳,奥さまは魔法少女,
谷嶋由貴 / ヴァレンタイン・ヴァレンティー,奥さまは魔法少女,
金城うるる / ジョアナ・ゴーチェ,奥さまは魔法少女,
綾瀬ゆう子,奥さまは魔法少女,
坂野美紀,奥さまは魔法少女,
藤森由実子,奥さまは魔法少女,
細野慎二,奥さまは魔法少女,
清水美香,奥さまは魔法少女,
春日祐美,奥さまは魔法少女,
後藤小百合,奥さまは魔法少女,
桂裕貴,奥さまは魔法少女,
赤坂勉,奥さまは魔法少女,
ゆかり,奥さまは魔法少女,
さえ,奥さまは魔法少女,
柏田祐二,奥さまは魔法少女,
森野深雪,奥さまは魔法少女,
長森壮一,奥さまは魔法少女,
山本俊夫,奥さまは魔法少女,
吉田恵子,奥さまは魔法少女,
塩谷幸一,奥さまは魔法少女,
シャネ,奥さまは魔法少女,
エルメ,奥さまは魔法少女,
ブルガ,奥さまは魔法少女,
フレイア・エマ,奥さまは魔法少女,
アプロディーテ,奥さまは魔法少女,
長老,奥さまは魔法少女,
児玉庄一,奥さまは魔法少女,
丹羽和樹,奥さまは魔法少女,
丹羽涼子,奥さまは魔法少女,
水沢 千里（みずさわ ちさと）,お酒は夫婦になってから,4
水沢 壮良（みずさわ そら）,お酒は夫婦になってから,
白石 結（しらいし ゆい）,お酒は夫婦になってから,
桜井 小春（さくらい こはる）,お酒は夫婦になってから,
カエデ,お酒は夫婦になってから,
末永,お酒は夫婦になってから,
茅ヶ崎（ちがさき）,お酒は夫婦になってから,
課長,お酒は夫婦になってから,
白石 正樹（しらいし まさき）,お酒は夫婦になってから,
マスター,お酒は夫婦になってから,
山賀（やまが）,お酒は夫婦になってから,
千里の母,お酒は夫婦になってから,
カヨコ,お酒は夫婦になってから,
ソラの継父,お酒は夫婦になってから,
ソラの実父,お酒は夫婦になってから,
ヴァネッサ,お酒は夫婦になってから,
ふわ美,お酒は夫婦になってから,
オカル子,お酒は夫婦になってから,
レモ男,お酒は夫婦になってから,
日下 幅広（ひげ はばひろ）,おじさんとマシュマロ,4
若林 伊織（わかばやし いおり）,おじさんとマシュマロ,
若林 勇（わかばやし いさむ）,おじさんとマシュマロ,
向井（むかい）,おじさんとマシュマロ,
町田（まちだ）,おじさんとマシュマロ,
MIO5（みおこ）,おじさんとマシュマロ,
課長,おじさんとマシュマロ,
社長,おじさんとマシュマロ,
マシュマロ工場の先輩,おじさんとマシュマロ,
マシュマロ工場の後輩,おじさんとマシュマロ,
デビット,おじさんとマシュマロ,
能勢 元気,おじさんとマシュマロ,
春風 どれみ（はるかぜ どれみ）,おジャ魔女どれみ,4
藤原 はづき（ふじわら はづき）,おジャ魔女どれみ,
妹尾 あいこ（せのお あいこ）,おジャ魔女どれみ,
瀬川 おんぷ（せがわ おんぷ）,おジャ魔女どれみ,
飛鳥 ももこ（あすか ももこ）,おジャ魔女どれみ,
ハナちゃん[9]/ 巻機山 花[10]（まきはたやま はな）,おジャ魔女どれみ,
春風 ぽっぷ（はるかぜ ぽっぷ）,おジャ魔女どれみ,
マジョリカ / マキハタヤマ（巻機山） リカ,おジャ魔女どれみ,
ララ,おジャ魔女どれみ,
ドド,おジャ魔女どれみ,
レレ,おジャ魔女どれみ,
ミミ,おジャ魔女どれみ,
ロロ,おジャ魔女どれみ,
ニニ,おジャ魔女どれみ,
トト,おジャ魔女どれみ,
ファファ,おジャ魔女どれみ,
パオちゃん,おジャ魔女どれみ,
ふぁみ,おジャ魔女どれみ,
和久 のぞみ（わく のぞみ）,おジャ魔女どれみ,
マジョリズム / 巻機山 りずむ（まきはたやま りずむ）,おジャ魔女どれみ,
春風 渓介（はるかぜ けいすけ）,おジャ魔女どれみ,
春風 はるか（はるかぜ はるか）,おジャ魔女どれみ,
春風 雄介（はるかぜ ゆうすけ）,おジャ魔女どれみ,
春風 陸（はるかぜ りく）,おジャ魔女どれみ,
藤原 明（ふじわら あきら）,おジャ魔女どれみ,
藤原 麗子（ふじわら れいこ）,おジャ魔女どれみ,
市川 小雪（いちかわ こゆき）,おジャ魔女どれみ,
藤原麗子の父,おジャ魔女どれみ,
藤原麗子の母,おジャ魔女どれみ,
妹尾 幸治（せのお こうじ）,おジャ魔女どれみ,
妹尾 あつ子（せのお あつこ）,おジャ魔女どれみ,
岡村 惣一（おかむら そういち）,おジャ魔女どれみ,
あつ子の兄,おジャ魔女どれみ,
瀬川 剛（せがわ つよし）,おジャ魔女どれみ,
瀬川 美保（せがわ みほ）,おジャ魔女どれみ,
飛鳥 健三（あすか けんぞう）,おジャ魔女どれみ,
飛鳥 みのり（あすか みのり）,おジャ魔女どれみ,
伊藤 こうじ（いとう こうじ）,おジャ魔女どれみ,
岡島 小太郎（おかじま こたろう）,おジャ魔女どれみ,
小倉 けんじ（おぐら けんじ）,おジャ魔女どれみ,
菊池 はじめ（きくち はじめ）,おジャ魔女どれみ,
木根 ひろこ（きね ひろこ）,おジャ魔女どれみ,
佐藤 なつみ（さとう なつみ）,おジャ魔女どれみ,
中島 正義（なかじま まさよし）,おジャ魔女どれみ,
長門 かよこ（ながと かよこ）,おジャ魔女どれみ,
萩原 たくろう（はぎわら たくろう）,おジャ魔女どれみ,
長谷部 たけし（はせべ たけし）,おジャ魔女どれみ,
平野 いちろう（ひらの いちろう）,おジャ魔女どれみ,
丸山 みほ（まるやま みほ）,おジャ魔女どれみ,
万田 じゅんじ（まんだ じゅんじ）,おジャ魔女どれみ,
宮前 空（みやまえ そら）,おジャ魔女どれみ,
森川 だい（もりかわ だい）,おジャ魔女どれみ,
山本 けいこ（やまもと けいこ）,おジャ魔女どれみ,
林野 まさと（りんの まさと）,おジャ魔女どれみ,
岡田 ななこ（おかだ ななこ）,おジャ魔女どれみ,
奥山 なおみ（おくやま なおみ）,おジャ魔女どれみ,
工藤 むつみ（くどう むつみ）,おジャ魔女どれみ,
小竹 哲也（こたけ てつや）,おジャ魔女どれみ,
島倉 かおり（しまくら かおり）,おジャ魔女どれみ,
杉山 豊和（すぎやま とよかず）,おジャ魔女どれみ,
玉木 麗香（たまき れいか）,おジャ魔女どれみ,
浜田 いとこ（はまだ いとこ）,おジャ魔女どれみ,
矢田 まさる（やだ まさる）,おジャ魔女どれみ,
横川 信子（よこかわ のぶこ）,おジャ魔女どれみ,
飯塚 けんた（いいづか けんた）,おジャ魔女どれみ,
伊集院 さちこ（いじゅういん さちこ）,おジャ魔女どれみ,
梅野 ゆかり（うめの ゆかり）,おジャ魔女どれみ,
加納 のり子（かのう のりこ）,おジャ魔女どれみ,
小山 ゆうこ（こやま ゆうこ）,おジャ魔女どれみ,
佐藤 じゅん（さとう じゅん）,おジャ魔女どれみ,
高木 まなぶ（たかぎ まなぶ）,おジャ魔女どれみ,
松下 あや（まつした あや）,おジャ魔女どれみ,
万田 ようこ（まんだ ようこ）,おジャ魔女どれみ,
吉田 かずや（よしだ かずや）,おジャ魔女どれみ,
和田 みんと（わだ みんと）,おジャ魔女どれみ,
天野 こうた（あまの こうた）,おジャ魔女どれみ,
飯田 かなえ（いいだ かなえ）,おジャ魔女どれみ,
太田 ゆたか（おおた ゆたか）,おジャ魔女どれみ,
木村 たかお（きむら たかお）,おジャ魔女どれみ,
小泉 まりな（こいずみ まりな）,おジャ魔女どれみ,
佐川 ゆうじ（さがわ ゆうじ）,おジャ魔女どれみ,
谷山 将太（たにやま しょうた）,おジャ魔女どれみ,
中田 ごうじ（なかた ごうじ）,おジャ魔女どれみ,
中山 しおり（なかやま しおり）,おジャ魔女どれみ,
花田 志乃（はなだ しの）,おジャ魔女どれみ,
林 りょうた（はやし りょうた）,おジャ魔女どれみ,
樋口 まき（ひぐち まき）,おジャ魔女どれみ,
宮本 まさはる（みやもと まさはる）,おジャ魔女どれみ,
柳田 すすむ（やなぎだ すすむ）,おジャ魔女どれみ,
山内 信秋（やまうち のぶあき）[131],おジャ魔女どれみ,
渡部 みちあき（わたべ みちあき）,おジャ魔女どれみ,
小川 よしみ（おがわ よしみ）,おジャ魔女どれみ,
五十嵐（いがらし）,おジャ魔女どれみ,
高橋 真樹（たかはし まき）,おジャ魔女どれみ,
芝山 だいち（しばやま だいち）,おジャ魔女どれみ,
浜田 かずお（はまだ かずお）,おジャ魔女どれみ,
浜田 きぬよ（はまだ きぬよ）,おジャ魔女どれみ,
浜田 さちお（はまだ さちお）,おジャ魔女どれみ,
浜田 てるお（はまだ てるお）,おジャ魔女どれみ,
浜田 ぼたん（はまだ ぼたん）,おジャ魔女どれみ,
橋本 真司（はしもと しんじ）,おジャ魔女どれみ,
むつみの兄,おジャ魔女どれみ,
沢田 たみお（さわだ たみお）,おジャ魔女どれみ,
ともや,おジャ魔女どれみ,
平松,おジャ魔女どれみ,
かずひろ ※,おジャ魔女どれみ,
公敬（きみたか）,おジャ魔女どれみ,
くみこ,おジャ魔女どれみ,
さやか,おジャ魔女どれみ,
たかのぶ,おジャ魔女どれみ,
たつや ※,おジャ魔女どれみ,
ともみ,おジャ魔女どれみ,
ひろこ,おジャ魔女どれみ,
ふみお ※,おジャ魔女どれみ,
芝山 みさき（しばやま みさき） ※,おジャ魔女どれみ,
よしあき,おジャ魔女どれみ,
よしひこ ※,おジャ魔女どれみ,
りえ,おジャ魔女どれみ,
玉木 えりか（たまき えりか）,おジャ魔女どれみ,
ちえみ,おジャ魔女どれみ,
らいた,おジャ魔女どれみ,
祠堂 優菜（しどう ゆうな）,おジャ魔女どれみ,
丹羽 雛子（にわ ひなこ）,おジャ魔女どれみ,
緑町 哲哉（みどりまち てつや）,おジャ魔女どれみ,
立花 恭平（たちばな きょうへい）,おジャ魔女どれみ,
小暮 麻紀（こぐれ まき）,おジャ魔女どれみ,
成田 暁（なりた あきら）,おジャ魔女どれみ,
柏木 千波（かしわぎ ちなみ）,おジャ魔女どれみ,
瀬戸 浩輔（せと こうすけ）,おジャ魔女どれみ,
関（せき）先生[149],おジャ魔女どれみ,
ゆき先生,おジャ魔女どれみ,
校長先生,おジャ魔女どれみ,
赤堀教頭先生,おジャ魔女どれみ,
西澤 優香（にしざわ ゆうか）先生[171],おジャ魔女どれみ,
ひなこ先生,おジャ魔女どれみ,
市川（いちかわ）先生,おジャ魔女どれみ,
八巻 六郎（やまき ろくろう）,おジャ魔女どれみ,
長尾（ながお）先生,おジャ魔女どれみ,
かなこ先生,おジャ魔女どれみ,
順一（じゅんいち）先生,おジャ魔女どれみ,
シスター,おジャ魔女どれみ,
岡島の祖父,おジャ魔女どれみ,
なおみの母,おジャ魔女どれみ,
なつみの父,おジャ魔女どれみ,
杉山の母,おジャ魔女どれみ,
玉木の父,おジャ魔女どれみ,
玉木の母,おジャ魔女どれみ,
中島の両親,おジャ魔女どれみ,
かよこの父,おジャ魔女どれみ,
かよこの母,おジャ魔女どれみ,
萩原 哲朗（はぎわら てつろう）,おジャ魔女どれみ,
萩原 景子（はぎわら けいこ）,おジャ魔女どれみ,
長谷部秋穂,おジャ魔女どれみ,
浜田いとこの祖父,おジャ魔女どれみ,
平野 かりん（ひらの かりん）,おジャ魔女どれみ,
丸山みほの母,おジャ魔女どれみ,
矢田の義母,おジャ魔女どれみ,
矢田の父,おジャ魔女どれみ,
かなえの父,おジャ魔女どれみ,
飯塚 けんじ（いいづか けんじ）,おジャ魔女どれみ,
伊集院さちこの両親,おジャ魔女どれみ,
梅野ゆかりの父,おジャ魔女どれみ,
まりなの母,おジャ魔女どれみ,
谷山の両親,おジャ魔女どれみ,
しおりの父,おジャ魔女どれみ,
しおりの母,おジャ魔女どれみ,
樋口 秀三（ひぐち しゅうぞう）,おジャ魔女どれみ,
松下あやの父,おジャ魔女どれみ,
山内の祖父,おジャ魔女どれみ,
山内の父,おジャ魔女どれみ,
吉田かずやの父,おジャ魔女どれみ,
吉田かずやの母,おジャ魔女どれみ,
渡部みちあきの父,おジャ魔女どれみ,
柳田の母,おジャ魔女どれみ,
林りょうたの母,おジャ魔女どれみ,
パパイヤ兄弟,おジャ魔女どれみ,
森野 かれん（もりの かれん）,おジャ魔女どれみ,
本郷 ちから（ほんごう ちから）,おジャ魔女どれみ,
ちからの母,おジャ魔女どれみ,
さくや,おジャ魔女どれみ,
バトルレンジャー,おジャ魔女どれみ,
コマンダーホワイト,おジャ魔女どれみ,
ワルワル将軍,おジャ魔女どれみ,
コマンダーレディホワイト,おジャ魔女どれみ,
メアリー,おジャ魔女どれみ,
ベス,おジャ魔女どれみ,
サチコ,おジャ魔女どれみ,
スザンヌ、リン、ポリー、アンナ、ボブ、ジョエル,おジャ魔女どれみ,
先生,おジャ魔女どれみ,
マジョルカ,おジャ魔女どれみ,
ヘヘ,おジャ魔女どれみ,
マジョリリカ,おジャ魔女どれみ,
マジョモンロー,おジャ魔女どれみ,
マジョカーラ,おジャ魔女どれみ,
マジョアヴェニエール＝佐倉 未来（さくら みらい）,おジャ魔女どれみ,
マジョミシェル,おジャ魔女どれみ,
マジョコレット,おジャ魔女どれみ,
マジョルブール,おジャ魔女どれみ,
ユメちゃん[210],おジャ魔女どれみ,
マジョトゥルビヨン女王 / トゥルビヨン・ベネックス,おジャ魔女どれみ,
女王の幻影,おジャ魔女どれみ,
ババ,おジャ魔女どれみ,
ジョルジュ・ベネックス,おジャ魔女どれみ,
アンリ・ベネックス,おジャ魔女どれみ,
イングリット・ベネックス,おジャ魔女どれみ,
ナターシャ・ベネックス,おジャ魔女どれみ,
マリアンヌ・ベネックス,おジャ魔女どれみ,
ローラ・ベネックス,おジャ魔女どれみ,
アンジェラ・ベネックス,おジャ魔女どれみ,
ロイ・ベネックス,おジャ魔女どれみ,
ロビー・ベネックス,おジャ魔女どれみ,
ロビーの母,おジャ魔女どれみ,
ロビーの祖父,おジャ魔女どれみ,
