キャラクター,タイトル,
ナンパ男[54],風の聖痕,
高松 清志（たかまつ きよし）[56],風の聖痕,
コウ（ヘルハウンド/デビルサマナー）,風の聖痕,
ライ,風の聖痕,
魔法少女しーちゃん,風の聖痕,
シン,風の聖痕,
烈牙（ファング）,風の聖痕,
ゴート,風の聖痕,
クリスティアン・ローエングラム,風の聖痕,
ガイア,風の聖痕,
土の波濤,風の聖痕,
ロナルド・ウォレス,風の聖痕,
楊 飛浪（ヤン フェイラン）,風の聖痕,
白和麻（ホワイトかずま）,風の聖痕,
佐伯竜二（さえきりゅうじ）,風の聖痕,
柴田（しばた）,風の聖痕,
ラーン,風の聖痕,
坂本（さかもと）,風の聖痕,
メイド,風の聖痕,
金持ちの男,風の聖痕,
花木 悟（はなき さとる）,風の聖痕,
高橋 修治（たかはし しゅうじ）,風の聖痕,
悠人（ゆうと）[59] / 不良,風の聖痕,
真・憂国会（しん・ゆうこくかい）[60] / テロリスト,風の聖痕,
沢渡 唯（さわたり ゆい）,風の聖痕,
アイドル,風の聖痕,
アーマーン,風の聖痕,
月影蘭（つきかげ らん）,風まかせ月影蘭,5
猫鉄拳のミャオ,風まかせ月影蘭,
鑢 七花（やすり しちか）,刀語,5
とがめ,刀語,
鑢 一根（やすり かずね）,刀語,
否定姫（ひていひめ）,刀語,
家鳴 匡綱（やなり まさつな）,刀語,
般若丸（はんにゃまる）,刀語,
鬼宿 不埒（おにやどり ふらち）,刀語,
巴 暁（ともえ あかつき）,刀語,
浮義 待秋（ふぎ まつあき）,刀語,
伊賀 甲斐路（いが かいろ）,刀語,
真庭 孑々（まにわ ぼうふら）,刀語,
胡乱（うろん）,刀語,
灰賀 欧（はいが おう）,刀語,
墨ヶ丘 黒母（すみがおか こくぼ）,刀語,
皿場 工舎（さらば こうしゃ）,刀語,
呂桐 番外（ろぎり ばんがい）,刀語,
真庭 白鷺（まにわ しらさぎ）,刀語,
真庭 喰鮫（まにわ くいざめ）,刀語,
真庭 蟷螂（まにわ かまきり）,刀語,
真庭 蝶々（まにわ ちょうちょう/まにわ てふてふ）,刀語,
真庭 蜜蜂（まにわ みつばち）,刀語,
真庭 狂犬（まにわ きょうけん/まにわ けふけん）,刀語,
真庭 川獺（まにわ かわうそ）,刀語,
真庭 海亀（まにわ うみがめ）,刀語,
真庭 鴛鴦（まにわ おしどり）,刀語,
真庭 人鳥（まにわ ぺんぎん）,刀語,
限定奥義：報復絶刀（ほうふくぜっとう）,刀語,
宇練 銀閣（うねり ぎんかく）,刀語,
限定奥義：斬刀狩り（ざんとうがり）,刀語,
敦賀 迷彩（つるが めいさい）,刀語,
限定奥義：地形効果・千刀巡り（ちけいこうか・せんとうめぐり）,刀語,
迷彩の弟子,刀語,
黒巫女（くろみこ）,刀語,
錆 白兵（さび はくへい）,刀語,
限定奥義：薄刀開眼（はくとうかいがん）,刀語,
校倉 必（あぜくら かなら）,刀語,
限定奥義：刀賊鴎（とうぞくかもめ）,刀語,
凍空 こなゆき（いてぞら こなゆき）,刀語,
限定奥義：双刀之犬（そうとうのいぬ）,刀語,
限定奥義：悪刀七実（あくとうしちみ）,刀語,
日和号（びよりごう）,刀語,
反撃技：人形殺法,刀語,
限定奥義：微風刀風（びふうとうふう）,刀語,
限定奥義：王刀楽土（おうとうらくど）,刀語,
限定奥義：誠刀防衛（せいとうぼうえい）,刀語,
真庭 鳳凰（まにわ ほうおう）,刀語,
限定奥義：猛毒刀与（もうどくとうよ）,刀語,
左右田 右衛門左衛門（そうだ えもんざえもん）,刀語,
限定奥義：断罪炎刀（だんざいえんとう）,刀語,
鑢 六枝（やすり むつえ）,刀語,
飛騨 鷹比等（ひだ たかひと）,刀語,
首（くび）,刀語,
右腕（みぎうで）,刀語,
右足（みぎあし）,刀語,
左腕（ひだりうで）,刀語,
左足（ひだりあし）,刀語,
錆 黒鍵（さび こっけん）,刀語,
全刀流奥義・完全刀一,刀語,
ゆる,刀語,
鑢 みぎり（やすり みぎり）,刀語,
鑢 七実（やすり ななみ）,刀語,
汽口 慚愧（きぐち ざんき）,刀語,
彼我木 輪廻（ひがき りんね）,刀語,
容赦姫（ようしゃひめ）,刀語,
否定的な童女,刀語,
千刀流の少女,刀語,
四季崎 記紀（しきざき きき）,刀語,
鑢 五幹（やすり いつみき）,刀語,
金髪碧眼の女,刀語,
傷だらけの大男,刀語,
平野ヒロミ,ガタピシ,5
大家さん夫妻,ガタピシ,
駅員さん,ガタピシ,
職場の課長・同僚,ガタピシ,
ガンコちゃん,ガタピシ,
サツキちゃん,ガタピシ,
平野平助（ペエスケ）,ガタピシ,
平野ヒロ子,ガタピシ,
大家さん,ガタピシ,
おばあさん,ガタピシ,
ペパーミント,ガタピシ,
山野百合子,ガタピシ,
田中王児,課長王子,5
レイラ,課長王子,
田中良子,課長王子,
田中弦,課長王子,
リンコ、エリコ、コトコ,課長王子,
フォーマルハウト,課長王子,
ハミル,課長王子,
佐藤（ミカエル）,課長王子,
山田（ルカ）,課長王子,
鈴木（ラファエル）,課長王子,
渡辺（ヨセフ）,課長王子,
おでん屋のおやじ,課長王子,
楽器屋のおやっさん,課長王子,
パン男,課長王子,
ジジイ,課長王子,
高千穂ちほ（たかちほ ちほ）,ガッ活!,5
黒田一郎（くろだ いちろう）,ガッ活!,
ヒロシ,ガッ活!,
イナバ,ガッ活!,
ンヴァンギダ,ガッ活!,
木元（きもと）,ガッ活!,
桜田（さくらだ）,ガッ活!,
宮本（みやもと）,ガッ活!,
田中（たなか）,ガッ活!,
塚原（つかはら）,ガッ活!,
暮井（くれい）,ガッ活!,
栗山（くりやま）,ガッ活!,
アルパ子,ガッ活!,
安倍（あべ）,ガッ活!,
犬山（いぬやま）,ガッ活!,
チャラ男,ガッ活!,
牛山（うしやま）,ガッ活!,
保倉（ほくら）,ガッ活!,
佐伯,ガッ活!,
長峰,ガッ活!,
余田（よだ）,ガッ活!,
兜（かぶと）,ガッ活!,
竹先生,ガッ活!,
ジョニー,ガッ活!,
西園寺先生（さいおんじ）,ガッ活!,
田所先生（たどころ）,ガッ活!,
洋一（よういち）,ガッ活!,
ヤマザキ,学級王ヤマザキ,5
学級王戦士Yマン,学級王ヤマザキ,
ヤマピー,学級王ヤマザキ,
おばば様,学級王ヤマザキ,
トグロなみえ,学級王ヤマザキ,
おじじ様,学級王ヤマザキ,
大おばば様,学級王ヤマザキ,
超おばば様,学級王ヤマザキ,
プー助,学級王ヤマザキ,
父上、母上,学級王ヤマザキ,
ワタナベ,学級王ヤマザキ,
イケタニ,学級王ヤマザキ,
オカムラ,学級王ヤマザキ,
ナカモト,学級王ヤマザキ,
イカリヤ,学級王ヤマザキ,
ツカハラ,学級王ヤマザキ,
クロサワ,学級王ヤマザキ,
コバヤシ,学級王ヤマザキ,
ニシヤマ,学級王ヤマザキ,
タカラダ,学級王ヤマザキ,
フクナガ,学級王ヤマザキ,
タカハシ,学級王ヤマザキ,
ハセガワ,学級王ヤマザキ,
ヒサモト,学級王ヤマザキ,
モリワキ,学級王ヤマザキ,
カゲウラ,学級王ヤマザキ,
アラキダ,学級王ヤマザキ,
ニセヤマザキ3,学級王ヤマザキ,
ニセヤマザキ4,学級王ヤマザキ,
ニセヤマザキZ,学級王ヤマザキ,
椅子型ニセヤマザキ,学級王ヤマザキ,
クーちゃん,学級王ヤマザキ,
下部拓也（しもべ たくや）,学級王ヤマザキ,
姫野きさき（ひめの きさき）,学級王ヤマザキ,
ブタ田ヒカル（ブタだ ヒカル）,学級王ヤマザキ,
チャウ,学級王ヤマザキ,
乳母川メメ子（うばがわ メメこ）,学級王ヤマザキ,
校長先生,学級王ヤマザキ,
苦院エリカ（くいん エリカ）,学級王ヤマザキ,
はかまだ進之介（はかまだ しんのすけ）,学級王ヤマザキ,
ヤマダキ,学級王ヤマザキ,
ボイジャン,学級王ヤマザキ,
鈴木のべ太（すずき のべた）,学級王ヤマザキ,
金子のおっさん,学級王ヤマザキ,
カッシー,学級王ヤマザキ,
冠ロボ一号（アニメではヤマガイガーX）,学級王ヤマザキ,
やまちゃん,学級王ヤマザキ,
レイモンド,学級王ヤマザキ,
丈槍 由紀（たけや ゆき） / ゆき,がっこうぐらし!,5
恵飛須沢 胡桃（えびすざわ くるみ） / くるみ,がっこうぐらし!,
若狭 悠里（わかさ ゆうり） / りーさん,がっこうぐらし!,
るーちゃん,がっこうぐらし!,
直樹 美紀（なおき みき） / みーくん,がっこうぐらし!,
佐倉 慈（さくら めぐみ） / めぐねえ,がっこうぐらし!,
太郎丸（たろうまる）,がっこうぐらし!,
祠堂 圭（しどう けい）,がっこうぐらし!,
柚村 貴依（ゆずむら たかえ）,がっこうぐらし!,
神山 昭子（かみやま あきこ）,がっこうぐらし!,
先輩,がっこうぐらし!,
南 照子,がっこうぐらし!,
蓮見 巴旗,がっこうぐらし!,
藤村 沙也加（ふじむら さやか）,がっこうぐらし!,
池田 紗良（いけだ さら）,がっこうぐらし!,
出口 桐子（でぐち とうこ） / トーコ,がっこうぐらし!,
光里 晶（ひかりざと あき） / アキ,がっこうぐらし!,
喜来 比嘉子（きらい ひかこ） / ヒカ,がっこうぐらし!,
スミコ,がっこうぐらし!,
稜河原 理瀬 / リセ,がっこうぐらし!,
青襲 椎子（あおそい しいこ）,がっこうぐらし!,
高上 聯弥（こうがみ れんや） / コウガミ,がっこうぐらし!,
右原 篠生（みぎはら しのう） / シノウ,がっこうぐらし!,
頭護 貴人 / タカヒト /リーダー,がっこうぐらし!,
城下 隆茂 / タカシゲ,がっこうぐらし!,
神持 朱夏 / アヤカ,がっこうぐらし!,
ショッピングモールのリーダー,がっこうぐらし!,
ヘリコプターのパイロット,がっこうぐらし!,
ジミー・オリオン,合身戦隊メカンダーロボ,5
八島小次郎（やしま こじろう）,合身戦隊メカンダーロボ,
敷島竜介（しきじま りゅうすけ）,合身戦隊メカンダーロボ,
敷島正造（しきじま しょうぞう）,合身戦隊メカンダーロボ,
敷島ミカ（しきじま ミカ）,合身戦隊メカンダーロボ,
山本勝之,合身戦隊メカンダーロボ,
グワンダ・ギリ,合身戦隊メカンダーロボ,
ユータ,合身戦隊メカンダーロボ,
団五郎兵衛,合身戦隊メカンダーロボ,
オズメル大将軍,合身戦隊メカンダーロボ,
メデューサ将軍,合身戦隊メカンダーロボ,
ヘドロン皇帝,合身戦隊メカンダーロボ,
ハンク・ヘンリエット / ウェアウルフ,かつて神だった獣たちへ,
ナンシー・シャール・バンクロフト,かつて神だった獣たちへ,
エレイン・ブルーレーク,かつて神だった獣たちへ,
ライザ・ルネキャッスル,かつて神だった獣たちへ,
クロード・ウィザース,かつて神だった獣たちへ,
ジェラルド・コラーニ,かつて神だった獣たちへ,
マーティン・ウォール,かつて神だった獣たちへ,
レイチャード・ウィザース,かつて神だった獣たちへ,
牧師（ぼくし）,かつて神だった獣たちへ,
ケイン・マッドハウス / ヴァンパイア,かつて神だった獣たちへ,
エリザベス・ウィザー / アラクネ,かつて神だった獣たちへ,
ミリエリア,かつて神だった獣たちへ,
レックス・ブロック / ガルム,かつて神だった獣たちへ,
マイルズ・バイロン / ケンタウロス,かつて神だった獣たちへ,
フランシス・ウェルズ / グリフォン,かつて神だった獣たちへ,
ダニエル・プライス / スプリガン,かつて神だった獣たちへ,
セオドア・シャーマン / ミノタウロス,かつて神だった獣たちへ,
アーサー・オールストン / ベヒモス,かつて神だった獣たちへ,
クリストファー・ケインズ / ガーゴイル,かつて神だった獣たちへ,
ジョン・ウィリアム・バンクロフト / ニーズヘッグ,かつて神だった獣たちへ,
ベアトリス / セイレーン,かつて神だった獣たちへ,
ヴィック / サスカッチ,かつて神だった獣たちへ,
ロバート・アーベル / ドッペルゲンガー,かつて神だった獣たちへ,
トワイライト / スペクター,かつて神だった獣たちへ,
リース・バーリス / フレスヴェルグ,かつて神だった獣たちへ,
アビー / ヒドラ,かつて神だった獣たちへ,
エドガー・ベックフォード / バジリスク,かつて神だった獣たちへ,
私,カッパの飼い方,
かぁたん,カッパの飼い方,
カータン / カーさん,カッパの飼い方,
ピエール,カッパの飼い方,
ヘラクレス / チーちゃん,カッパの飼い方,
ココア,カッパの飼い方,
キューちゃん,カッパの飼い方,
かっくん,カッパの飼い方,
マアちゃん,カッパの飼い方,
坂本さん,カッパの飼い方,
田所さん,カッパの飼い方,
玉田さん,カッパの飼い方,
沢田 綱吉（さわだ つなよし）,家庭教師ヒットマンREBORN!,5
獄寺 隼人（ごくでら はやと）,家庭教師ヒットマンREBORN!,
山本 武（やまもと たけし）,家庭教師ヒットマンREBORN!,
ランボ,家庭教師ヒットマンREBORN!,
雲雀 恭弥（ひばり きょうや）,家庭教師ヒットマンREBORN!,
笹川 了平（ささがわ りょうへい）,家庭教師ヒットマンREBORN!,
六道 骸（ろくどう むくろ）,家庭教師ヒットマンREBORN!,
クローム髑髏（クロームどくろ）,家庭教師ヒットマンREBORN!,
笹川 京子（ささがわ きょうこ）,家庭教師ヒットマンREBORN!,
三浦 ハル（みうら ハル）,家庭教師ヒットマンREBORN!,
ビアンキ,家庭教師ヒットマンREBORN!,
イーピン,家庭教師ヒットマンREBORN!,
フゥ太（フゥた）,家庭教師ヒットマンREBORN!,
沢田 奈々（さわだ なな）,家庭教師ヒットマンREBORN!,
リボーン,家庭教師ヒットマンREBORN!,
ルーチェ[4],家庭教師ヒットマンREBORN!,
風（フォン）[4],家庭教師ヒットマンREBORN!,
コロネロ,家庭教師ヒットマンREBORN!,
スカル,家庭教師ヒットマンREBORN!,
ヴェルデ,家庭教師ヒットマンREBORN!,
バイパー,家庭教師ヒットマンREBORN!,
ラル・ミルチ,家庭教師ヒットマンREBORN!,
チェッカーフェイス,家庭教師ヒットマンREBORN!,
尾道（ヲノミチ）,家庭教師ヒットマンREBORN!,
ディーノ,家庭教師ヒットマンREBORN!,
エンツィオ,家庭教師ヒットマンREBORN!,
ロマーリオ,家庭教師ヒットマンREBORN!,
マイケル・チアーヌ,家庭教師ヒットマンREBORN!,
ボノ・ヒューソン,家庭教師ヒットマンREBORN!,
イワン・ドレイコ,家庭教師ヒットマンREBORN!,
ブルータス,家庭教師ヒットマンREBORN!,
内藤 ロンシャン（ないとう ロンシャン）,家庭教師ヒットマンREBORN!,
マングスタ,家庭教師ヒットマンREBORN!,
パンテーラ,家庭教師ヒットマンREBORN!,
ルンガ,家庭教師ヒットマンREBORN!,
柿本 千種（かきもと ちくさ）,家庭教師ヒットマンREBORN!,
城島 犬（じょうしま けん）,家庭教師ヒットマンREBORN!,
M・M（エム・エム）,家庭教師ヒットマンREBORN!,
バーズ,家庭教師ヒットマンREBORN!,
ヂヂ&ジジ（ツインズ）,家庭教師ヒットマンREBORN!,
ランチア,家庭教師ヒットマンREBORN!,
白蘭（びゃくらん）,家庭教師ヒットマンREBORN!,
入江 正一（いりえ しょういち）,家庭教師ヒットマンREBORN!,
グロ・キシニア,家庭教師ヒットマンREBORN!,
ジル,家庭教師ヒットマンREBORN!,
レオナルド・リッピ,家庭教師ヒットマンREBORN!,
ジンジャー・ブレッド,家庭教師ヒットマンREBORN!,
アイリス・ヘプバーン,家庭教師ヒットマンREBORN!,
死茎隊（しけいたい）,家庭教師ヒットマンREBORN!,
バイシャナ,家庭教師ヒットマンREBORN!,
ニコラ,家庭教師ヒットマンREBORN!,
オルゲルト,家庭教師ヒットマンREBORN!,
カプチーノ,家庭教師ヒットマンREBORN!,
アラキデ,家庭教師ヒットマンREBORN!,
ユニ,家庭教師ヒットマンREBORN!,
アリア[7],家庭教師ヒットマンREBORN!,
γ（ガンマ）/ 3-Γ,家庭教師ヒットマンREBORN!,
幻騎士（げんきし）,家庭教師ヒットマンREBORN!,
太猿（タザル）/ 3-TZR,家庭教師ヒットマンREBORN!,
野猿（ノサル）/ 3-NSR,家庭教師ヒットマンREBORN!,
デンドロ・キラム,家庭教師ヒットマンREBORN!,
スパナ,家庭教師ヒットマンREBORN!,
キング・モスカ,家庭教師ヒットマンREBORN!,
ミニモスカ,家庭教師ヒットマンREBORN!,
ニゲラ・ベアバンクル,家庭教師ヒットマンREBORN!,
アーペ,家庭教師ヒットマンREBORN!,
ジャッジョーロ,家庭教師ヒットマンREBORN!,
桔梗（ききょう）,家庭教師ヒットマンREBORN!,
ザクロ,家庭教師ヒットマンREBORN!,
ブルーベル,家庭教師ヒットマンREBORN!,
トリカブト,家庭教師ヒットマンREBORN!,
デイジー,家庭教師ヒットマンREBORN!,
GHOST（ゴースト）,家庭教師ヒットマンREBORN!,
ストゥラオ・モスカ,家庭教師ヒットマンREBORN!,
ボンゴレアジト強襲部隊,家庭教師ヒットマンREBORN!,
ファントム,家庭教師ヒットマンREBORN!,
シモン＝コザァート,家庭教師ヒットマンREBORN!,
マギー,家庭教師ヒットマンREBORN!,
古里 炎真（こざと えんま）,家庭教師ヒットマンREBORN!,
鈴木 アーデルハイト（すずき アーデルハイト）,家庭教師ヒットマンREBORN!,
青葉 紅葉（あおば こうよう）,家庭教師ヒットマンREBORN!,
水野 薫（みずの かおる）,家庭教師ヒットマンREBORN!,
SHITT-P!（しっとぴー）,家庭教師ヒットマンREBORN!,
大山 らうじ（おおやま らうじ）,家庭教師ヒットマンREBORN!,
加藤 ジュリー（かとう ジュリー）,家庭教師ヒットマンREBORN!,
バミューダ・フォン・ヴェッケンシュタイン,家庭教師ヒットマンREBORN!,
イェーガー,家庭教師ヒットマンREBORN!,
ジャック,家庭教師ヒットマンREBORN!,
アレハンドロ,家庭教師ヒットマンREBORN!,
スモールギア,家庭教師ヒットマンREBORN!,
ビッグピノ,家庭教師ヒットマンREBORN!,
Dr.シャマル,家庭教師ヒットマンREBORN!,
ロメオ,家庭教師ヒットマンREBORN!,
獄寺とビアンキの父,家庭教師ヒットマンREBORN!,
ラヴィーナ[10]（獄寺の母）,家庭教師ヒットマンREBORN!,
イノチェンティ,家庭教師ヒットマンREBORN!,
ケーニッヒ,家庭教師ヒットマンREBORN!,
室田 静江（むろた しずえ）,家庭教師ヒットマンREBORN!,
パオロ・マルディーナ,家庭教師ヒットマンREBORN!,
ロッシ・ヴレンティア,家庭教師ヒットマンREBORN!,
エンゾ・マカリーネル,家庭教師ヒットマンREBORN!,
服部 クリスティーン（はっとり クリスティーン）,家庭教師ヒットマンREBORN!,
マニ&レニ,家庭教師ヒットマンREBORN!,
黒川 花（くろかわ はな）,家庭教師ヒットマンREBORN!,
山本 剛（やまもと つよし）,家庭教師ヒットマンREBORN!,
草壁 哲矢（くさかべ てつや）,家庭教師ヒットマンREBORN!,
持田 剣介（もちだ けんすけ）,家庭教師ヒットマンREBORN!,
黒部（くろべ）,家庭教師ヒットマンREBORN!,
入江 政次（いりえ まさつぐ）,家庭教師ヒットマンREBORN!,
入江 とも子（いりえ ともこ）,家庭教師ヒットマンREBORN!,
入江 明子（いりえ あきこ）,家庭教師ヒットマンREBORN!,
押切 連造（おしきり れんぞう）,家庭教師ヒットマンREBORN!,
高田 剛助（たかだ ごうすけ）,家庭教師ヒットマンREBORN!,
根津 銅八郎（ねづ どうはちろう）,家庭教師ヒットマンREBORN!,
吉田 実（よしだ みのる）,家庭教師ヒットマンREBORN!,
東 一（あずま はじめ）、珍田 次郎（ちんだ じろう）、神無月陽三（かんなづき ようぞう）,家庭教師ヒットマンREBORN!,
安部 オサム（あべ オサム） / 金田 オサム（かねだ オサム）,家庭教師ヒットマンREBORN!,
哀川 常男（あいかわ つねお）,家庭教師ヒットマンREBORN!,
西川 智（にしかわ さとし）,家庭教師ヒットマンREBORN!,
数見 大吾（かずみ だいご）,家庭教師ヒットマンREBORN!,
八巻 健四郎（やまき けんしろう）,家庭教師ヒットマンREBORN!,
角田 信彦（かくた のぶひこ）,家庭教師ヒットマンREBORN!,
古田 香（ふるた かおり）,家庭教師ヒットマンREBORN!,
五味 照美（ごみ てるみ）,家庭教師ヒットマンREBORN!,
湯出 真子（ゆいで まこ）,家庭教師ヒットマンREBORN!,
田中 翔子（たなか しょうこ）,家庭教師ヒットマンREBORN!,
成田 沢子（なりた さわこ）,家庭教師ヒットマンREBORN!,
鶴田 花子（つるた はなこ）,家庭教師ヒットマンREBORN!,
芝樹 一郎（しばき いちろう）,家庭教師ヒットマンREBORN!,
芝樹 二郎（しばき じろう）,家庭教師ヒットマンREBORN!,
芝樹 三郎（しばき さぶろう）,家庭教師ヒットマンREBORN!,
大山 牛雄（おおやま うしお）,家庭教師ヒットマンREBORN!,
大山 大五郎（おおやま だいごろう）,家庭教師ヒットマンREBORN!,
川平（かわひら）のおじさん,家庭教師ヒットマンREBORN!,
山中 武（やまなか たけし）,家庭教師ヒットマンREBORN!,
ルイ,家庭教師ヒットマンREBORN!,
アルビート,家庭教師ヒットマンREBORN!,
リゾーナ,家庭教師ヒットマンREBORN!,
ジェラーロ,家庭教師ヒットマンREBORN!,
ソルテ,家庭教師ヒットマンREBORN!,
ブリガンテス,家庭教師ヒットマンREBORN!,
ビオキルル,家庭教師ヒットマンREBORN!,
デヴォルド,家庭教師ヒットマンREBORN!,
レンジー,家庭教師ヒットマンREBORN!,
ランド,家庭教師ヒットマンREBORN!,
カナタ・ホシジマ,彼方のアストラ,5
アリエス・スプリング,彼方のアストラ,
ザック・ウォーカー,彼方のアストラ,
キトリー・ラファエリ,彼方のアストラ,
フニシア・ラファエリ,彼方のアストラ,
ルカ・エスポジト,彼方のアストラ,
シャルス・ラクロワ,彼方のアストラ,
ユンファ・ルー,彼方のアストラ,
ウルガー・ツヴァイク,彼方のアストラ,
ポリーナ・リヴィンスカヤ,彼方のアストラ,
レイ・ホシジマ,彼方のアストラ,
エマ・スプリング,彼方のアストラ,
オリーヴ・ラファエリ,彼方のアストラ,
ジェド・ウォーカー,彼方のアストラ,
マルコ・エスポジト,彼方のアストラ,
フェリーチェ・ジェンマ,彼方のアストラ,
ソフィ・ラクロワ,彼方のアストラ,
ルーシー・ラム,彼方のアストラ,
ゲルト・ツヴァイク,彼方のアストラ,
フィン・ツヴァイク,彼方のアストラ,
ノア・ヴィクス,彼方のアストラ,
セイラ,彼方のアストラ,
マルク・ヴィクス,彼方のアストラ,
カナタの恩師,彼方のアストラ,
ギンジ・チュウマ,彼方のアストラ,
グレース警部,彼方のアストラ,
アストラ,彼方のアストラ,
中町 かな（なかまち かな）,かなめも,5
天野 咲妃（あまの さき）,かなめも,
東 ひなた（あずま ひなた）,かなめも,
北岡 ゆめ（きたおか ゆめ）,かなめも,
南 ゆうき（みなみ ゆうき）,かなめも,
西田 はるか（にしだ はるか）,かなめも,
マリモ,かなめも,
久地院 美華（くじいん みか）,かなめも,
直（なお）,かなめも,
文（ふみ）,かなめも,
ブンタ,かなめも,
かなの祖母,かなめも,
小山田 耕太（おやまだ こうた）,かのこん,5
源 ちずる（みなもと ちずる）,かのこん,
犹守 望（えぞもり のぞむ）,かのこん,
源 たゆら（みなもと たゆら）,かのこん,
朝比奈 あかね（あさひな あかね）,かのこん,
佐々森 ユウキ（ささもり ユウキ）,かのこん,
高菜 キリコ（たかな キリコ）,かのこん,
七々尾 蓮（ななお れん）七々尾 藍（ななお あい）,かのこん,
桐山 臣（きりやま おみ）,かのこん,
長ヶ部 澪（おさかべ みお）,かのこん,
熊田 流星（くまだ りゅうせい）,かのこん,
三珠 未弥（みたま みや）,かのこん,
砂原 幾（さはら いく）,かのこん,
御方さま（おかたさま）,かのこん,
三珠家当主,かのこん,
三珠 四岐（みたま しき）,かのこん,
三珠 美乃里（みたま みのり）,かのこん,
鵺（ぬえ）,かのこん,
三珠 未弥,かのこん,
八束家当主,かのこん,
八束 たかお（やつか たかお）,かのこん,
八束 たまき（やつか たまき）,かのこん,
七々尾 宗仁（ななお そうじん）,かのこん,
七々尾 蓮、七々尾 藍,かのこん,
土門 八葉（つちかど はちよう）,かのこん,
多々良谷 権左衛門（たたらや ごんざえもん）,かのこん,
千里 ナツミ（せんり ナツミ）,かのこん,
悪良家当主,かのこん,
小山田 弦蔵（おやまだ げんぞう）,かのこん,
九院（くいん）,かのこん,
乱,かのこん,
シーナ,かのこん,
沙介（さすけ）,かのこん,
犹守 朔（えぞもり さく）,かのこん,
砂原 幾,かのこん,
玉藻（たまも）,かのこん,
雪花（ゆきはな）,かのこん,
豊玉彦（とよたまひこ）,かのこん,
カイ,かのこん,
シズカ,かのこん,
マキリ,かのこん,
レラ,かのこん,
円（まどか）,かのこん,
北斗 セイジ（ほくと セイジ）,かのこん,
南 ユウコ（みなみ ユウコ）,かのこん,
梅津 カヨ（うめづ カヨ）,かのこん,
旗立 颯太（はたて そうた）,彼女がフラグをおられたら,5
菜波・K・ブレードフィールド（ななみ・ナイト・ブレードフィールド）,彼女がフラグをおられたら,
魔法ヶ沢 茜（まほうがさわ あかね）,彼女がフラグをおられたら,
召喚寺 菊乃（しょうかんじ きくの）,彼女がフラグをおられたら,
盗賊山 恵（とうぞくやま めぐむ）,彼女がフラグをおられたら,
龍騎士原 月麦（りゅうきしばら つむぎ）,彼女がフラグをおられたら,
聖帝小路 美森（せいていこうじ みもり）,彼女がフラグをおられたら,
英雄崎 凜（えいゆうざき りん）,彼女がフラグをおられたら,
忍者林 瑠璃（にんじゃばやし るり）,彼女がフラグをおられたら,
深雪・マッケンシー（みゆき・マッケンシー）,彼女がフラグをおられたら,
大名侍 鳴（だいみょうざむらい めい）,彼女がフラグをおられたら,
大司教河 くるみ子（だいしきょうがわ くるみこ）,彼女がフラグをおられたら,
白亜・B・ブレードフィールド（はくあ・バーサーカー・ブレードフィールド）,彼女がフラグをおられたら,
吟遊院 芹香（ぎんゆういん せりか）,彼女がフラグをおられたら,
弥生 一二三（やよい ひふみ）,彼女がフラグをおられたら,
桜（さくら）,彼女がフラグをおられたら,
ラプラスの魔,彼女がフラグをおられたら,
No.0（ナンバーゼロ）/神楽・ブレードフィールド（かぐら・ブレードフィールド）,彼女がフラグをおられたら,
聖帝小路 隆守（せいていこうじ たかもり）,彼女がフラグをおられたら,
エデン・リ・プライ,彼女がフラグをおられたら,
ジークリート・キンダーハイム,彼女がフラグをおられたら,
早織屋アーシェ（さおりやアーシェ）,彼女がフラグをおられたら,
No.100 N（ナンバーワンオーオー エヌ）,彼女がフラグをおられたら,
聖帝小路 久美子（せいていこうじ くみこ）,彼女がフラグをおられたら,
茶パ,彼女がフラグをおられたら,
巫女神愛菜（みこがみまな）,彼女がフラグをおられたら,
眞奈花・シャーマンズ,彼女がフラグをおられたら,
天后まおん（てんごうマオン）,彼女がフラグをおられたら,
ミーロワース,彼女がフラグをおられたら,
匠（たくみ）,彼女がフラグをおられたら,
権田原 風（ごんだわら ふう）、野々宮 美子（ののみや よしこ）,彼女がフラグをおられたら,
忍者林 和歌子（にんじゃばやし わかこ）,彼女がフラグをおられたら,
ガートルード・キンダーハイム,彼女がフラグをおられたら,
魔法ヶ沢 秀辰（まほうがさわ しゅうたつ）,彼女がフラグをおられたら,
シャーロック・ホームズ,歌舞伎町シャーロック,5
ジョン・H・ワトソン,歌舞伎町シャーロック,
ジェームズ・モリアーティ,歌舞伎町シャーロック,
京極冬人,歌舞伎町シャーロック,
メアリ・モーンスタン,歌舞伎町シャーロック,
ルーシー・モーンスタン,歌舞伎町シャーロック,
ミッシェル・ベルモント,歌舞伎町シャーロック,
小林寅太郎,歌舞伎町シャーロック,
ハドソン夫人,歌舞伎町シャーロック,
アイリーン・アドラー,歌舞伎町シャーロック,
城田結衣,歌舞伎町シャーロック,
来栖 黒悟（くるす くろご）,カブキブ!,5
村瀬 とんぼ（むらせ とんぼ）,カブキブ!,
蛯原 仁（えびはら じん）,カブキブ!,
浅葱 芳（あさぎ かおる）,カブキブ!,
数馬 克己（かずま かつみ）,カブキブ!,
阿久津 新（あくつ しん）,カブキブ!,
丹羽 花満（にわ はなみち）,カブキブ!,
三輪山 梨里（みわやま りり）,カブキブ!,
