キャラクター,タイトル,
マンジェロ,蒼き流星SPTレイズナー,
ボーン,蒼き流星SPTレイズナー,
ゲティ,蒼き流星SPTレイズナー,
ギウラ,蒼き流星SPTレイズナー,
ズール,蒼き流星SPTレイズナー,
アッシュ,蒼き流星SPTレイズナー,
ダル,蒼き流星SPTレイズナー,
デルロ,蒼き流星SPTレイズナー,
グレスコ秘書,蒼き流星SPTレイズナー,
Dr.ニゾン,蒼き流星SPTレイズナー,
アッテラ,蒼き流星SPTレイズナー,
ガジール,蒼き流星SPTレイズナー,
グレオン,蒼き流星SPTレイズナー,
グレスコ,蒼き流星SPTレイズナー,
ル・カイン,蒼き流星SPTレイズナー,
SPT-LZ-00X レイズナー,蒼き流星SPTレイズナー,
E-SPT-LZ-00X-B V-MAX強化型レイズナー,蒼き流星SPTレイズナー,
SPT-BB-02U ベイブル,蒼き流星SPTレイズナー,
SPT-BD-03U バルディ,蒼き流星SPTレイズナー,
E-SPT-DL-X ロードテイラー（ドール）,蒼き流星SPTレイズナー,
SPT-GK-10U グライムカイザル,蒼き流星SPTレイズナー,
SPT-BK-10U ブラッディカイザル,蒼き流星SPTレイズナー,
SPT-BG-91U ブルグレン,蒼き流星SPTレイズナー,
SPT-BV-15C ブレイバー,蒼き流星SPTレイズナー,
SPT-DM-20C ディマージュ,蒼き流星SPTレイズナー,
SPT-DT-25C ドトール,蒼き流星SPTレイズナー,
SPT-ZK-53U ザカール,蒼き流星SPTレイズナー,
MF-SL-52C ソロムコ,蒼き流星SPTレイズナー,
MF-GS-54C ガンステイド,蒼き流星SPTレイズナー,
MF-DJ-91U ダルジャン,蒼き流星SPTレイズナー,
MF-MC-73U ガッシュラン,蒼き流星SPTレイズナー,
MF-ED-52U エルダール,蒼き流星SPTレイズナー,
MF-DK-61U ダンコフ,蒼き流星SPTレイズナー,
E-MF-LZ-00X-2 レイズナーMk.II,蒼き流星SPTレイズナー,
TS-SG-50C スカルガンナー,蒼き流星SPTレイズナー,
TS-TP-50D ターミネーターポリス,蒼き流星SPTレイズナー,
GTC-DN-03 グラドス・トライポッド・キャリア,蒼き流星SPTレイズナー,
奥村 燐（おくむら りん）,青の祓魔師,24
奥村 雪男（おくむら ゆきお）,青の祓魔師,
杜山 しえみ（もりやま しえみ）,青の祓魔師,
勝呂 竜士（すぐろ りゅうじ）,青の祓魔師,
志摩 廉造（しま れんぞう）,青の祓魔師,
三輪 子猫丸（みわ こねこまる）,青の祓魔師,
神木 出雲（かみき いずも）,青の祓魔師,
宝 ねむ（たから ねむ）,青の祓魔師,
霧隠 シュラ（きりがくれ シュラ）,青の祓魔師,
イゴール・ネイガウス （Igor Noihaus）,青の祓魔師,
椿 薫（つばき かおり）,青の祓魔師,
湯ノ川 ススム（ゆのかわ ススム）,青の祓魔師,
足立 輝総（あだち てるふさ）,青の祓魔師,
佐藤 慎一（さとう しんいち）,青の祓魔師,
アンジェリーヌ・牧（あんじぇりーぬ まき）,青の祓魔師,
藤本 獅郎（ふじもと しろう）,青の祓魔師,
メフィスト・フェレス,青の祓魔師,
アーサー・オーギュスト・エンジェル （Arthur Auguste Angel）,青の祓魔師,
ルーイン・ライト （Ruin Rite）,青の祓魔師,
ドラク・ドラグレスク,青の祓魔師,
オセオラ・レッドアーム,青の祓魔師,
ルーシー・陽（ルーシー・ヤン）,青の祓魔師,
三賢者（グリゴリ）,青の祓魔師,
シェミハザ,青の祓魔師,
アルムマヘル,青の祓魔師,
ティモテ・ティモワン,青の祓魔師,
ブルギニョン,青の祓魔師,
ユリ・エギン,青の祓魔師,
土井 龍之介（どい りゅうのすけ）,青の祓魔師,
山上（やまがみ）,青の祓魔師,
木下（きのした）,青の祓魔師,
川中（かわなか）,青の祓魔師,
ターセム・マハル,青の祓魔師,
チェルシー・アップルビー,青の祓魔師,
斉郷 ブラト（さいごう ぶらと）,青の祓魔師,
三菱 サイラス（みつびし さいらす）,青の祓魔師,
リック,青の祓魔師,
ジェニ,青の祓魔師,
藤堂 和郎（とうどう わろう）,青の祓魔師,
エレミヤ・ウザイ,青の祓魔師,
勝呂 達磨（すぐろ たつま）,青の祓魔師,
勝呂 虎子（すぐろ とらこ）,青の祓魔師,
志摩 八百造（しま やおぞう）,青の祓魔師,
志摩 柔造（しま じゅうぞう）,青の祓魔師,
志摩 金造（しま きんぞう）,青の祓魔師,
宝生 蟒（ほうじょう うわばみ）,青の祓魔師,
宝生 蝮（ほうじょう まむし）,青の祓魔師,
宝生 錦（ほうじょう にしき）,青の祓魔師,
宝生 青（ほうじょう あお）,青の祓魔師,
柳葉魚 春多（ししゃも はるた）,青の祓魔師,
鳴海 一（なるみ はじめ）,青の祓魔師,
南 ちか（みなみ ちか）,青の祓魔師,
熊谷 繁道（くまがい しげみち）,青の祓魔師,
千草 眞人（ちぐさ まさと）,青の祓魔師,
志摩 剛造（しま ごうぞう）,青の祓魔師,
盾（じゅん）,青の祓魔師,
志摩 弓（しま ゆみ）,青の祓魔師,
志摩 矛蔵（しま たけぞう）,青の祓魔師,
ルシフェル,青の祓魔師,
イブリース,青の祓魔師,
エギュン,青の祓魔師,
アスタロト,青の祓魔師,
藤堂 三郎太（とうどう さぶろうた）,青の祓魔師,
外道院 ミハエル（げどういん ミハエル）,青の祓魔師,
藤堂 誉（とうどう ほまれ）,青の祓魔師,
吉田 マリア （よしだ マリア）,青の祓魔師,
白鳥 零二（しらとり れいじ）,青の祓魔師,
朴 朔子（ぱく のりこ）,青の祓魔師,
醐醍院 誠（ごだいいん せい）,青の祓魔師,
神木 月雲（かみき つくも）,青の祓魔師,
神木 玉雲（かみき たまも）,青の祓魔師,
霧隠 辰子（きりがくれ たつこ）,青の祓魔師,
長友 清史郎（ながとも せいしろう）,青の祓魔師,
経堂 直哉（きょうどう なおや）,青の祓魔師,
三角 正（みすみ ただし）,青の祓魔師,
サタン（青焔魔、魔神）,青の祓魔師,
ルシフェル（光明天）,青の祓魔師,
サマエル（砂漏天）,青の祓魔師,
アザゼル,青の祓魔師,
アマイモン（甘毳） （Amaimon）,青の祓魔師,
クロ,青の祓魔師,
ニーちゃん,青の祓魔師,
御饌津（ミケツ）&保食（ウケモチ）,青の祓魔師,
海津見彦（アマツミヒコ）,青の祓魔師,
八郎太郎大神（はちろうたろうおおみかみ）,青の祓魔師,
ヘッセ・バルト,青の祓魔師,
ノイエ・ミラン,青の祓魔師,
ジョセフ 米村（ジョセフ よねむら）,青の祓魔師,
深田 直人（ふかだ なおと）,青の祓魔師,
夜（よる）,青の祓魔師,
深山鶯 最中（みやまうぐいす もなか）,青の祓魔師,
織部（おりべ）,青の祓魔師,
パズス,青の祓魔師,
吉岡 双葉（よしおか ふたば）,アオハライド,25
馬渕 洸（まぶち こう）,アオハライド,
槙田 悠里（まきた ゆうり）,アオハライド,
村尾 修子（むらお しゅうこ）,アオハライド,
小湊 亜耶（こみなと あや）,アオハライド,
田中 陽一（たなか よういち）,アオハライド,
菊池 冬馬（きくち とうま）,アオハライド,
成海 唯（なるみ ゆい）,アオハライド,
明日美（あすみ）,アオハライド,
チエ,アオハライド,
内宮 晴彦（うちみや はるひこ）,アオハライド,
橘木 瞬（たちばなき しゅん）,アオハライド,
桃園先生（ももぞのせんせい）,アオハライド,
洸と陽一の父親,アオハライド,
洸と陽一の母親,アオハライド,
由美（ゆみ）,アオハライド,
内藤（ないとう）,アオハライド,
立花 蛍（たちばな ほたる）,青春×機関銃,26
松岡 正宗（まつおか まさむね）,青春×機関銃,
雪村 透（ゆきむら とおる）,青春×機関銃,
細川 春樹（ほそかわ はるき）,青春×機関銃,
緑 永将（みどり ながまさ）,青春×機関銃,
藤本 高虎（ふじもと たかとら）,青春×機関銃,
赤羽 市（あかばね いち）,青春×機関銃,
細川 春花（ほそかわ はるか）,青春×機関銃,
宇佐木 歳三（うさぎ としぞう）,青春×機関銃,
亀梨 総司（かめなし そうじ）,青春×機関銃,
相楽 華子（さがら はなこ）,青春×機関銃,
矢島 鼎（やじま かなえ）,青春×機関銃,
ホワイト・ナッツ,赤い光弾ジリオン,27
JJ,赤い光弾ジリオン,
チャンプ,赤い光弾ジリオン,
アップル,赤い光弾ジリオン,
デイブ,赤い光弾ジリオン,
エイミ・ハリソン,赤い光弾ジリオン,
Mr.ゴード,赤い光弾ジリオン,
バーンスタイン,赤い光弾ジリオン,
アディ,赤い光弾ジリオン,
パトロール兵,赤い光弾ジリオン,
JJの戦友たち,赤い光弾ジリオン,
ニック,赤い光弾ジリオン,
ボー,赤い光弾ジリオン,
マッシ,赤い光弾ジリオン,
モーガン,赤い光弾ジリオン,
ノーザ兵,赤い光弾ジリオン,
アドミス,赤い光弾ジリオン,
バロン・リックス,赤い光弾ジリオン,
スペシャル・エリーターズ,赤い光弾ジリオン,
ノーザ・ウォーリアーズ,赤い光弾ジリオン,
ガードック,赤い光弾ジリオン,
ナバロ,赤い光弾ジリオン,
ソラール,赤い光弾ジリオン,
ジリオン関連,赤い光弾ジリオン,
ブラックボックス,赤い光弾ジリオン,
オパオパ,赤い光弾ジリオン,
ウパウパ,赤い光弾ジリオン,
ビッグポーター,赤い光弾ジリオン,
エアロキャリッド,赤い光弾ジリオン,
アクアキャリッド,赤い光弾ジリオン,
ランドキャリッド,赤い光弾ジリオン,
ライディングセプター,赤い光弾ジリオン,
トライチャージャー,赤い光弾ジリオン,
ヘッドギア,赤い光弾ジリオン,
ノーザ・レイカー,赤い光弾ジリオン,
白雪（しらゆき）,赤髪の白雪姫,28
ゼン・ウィスタリア・クラリネス,赤髪の白雪姫,
ミツヒデ・ルーエン,赤髪の白雪姫,
木々・セイラン（きき・セイラン）,赤髪の白雪姫,
オビ,赤髪の白雪姫,
イザナ・ウィスタリア・クラリネス,赤髪の白雪姫,
ハルト・ウィスタリア,赤髪の白雪姫,
ハルカ,赤髪の白雪姫,
セイラン,赤髪の白雪姫,
ハキ・アールリオン,赤髪の白雪姫,
リュウ,赤髪の白雪姫,
ガラク・ガゼルド,赤髪の白雪姫,
八房（やつふさ）,赤髪の白雪姫,
ヒガタ,赤髪の白雪姫,
ザクラ・シドノト,赤髪の白雪姫,
ヒサメ・ルーギス,赤髪の白雪姫,
カイ・ウルキル,赤髪の白雪姫,
シイラ・エイガン,赤髪の白雪姫,
シキト,赤髪の白雪姫,
キハル・トグリル,赤髪の白雪姫,
ポポ,赤髪の白雪姫,
ブレッカ,赤髪の白雪姫,
シダン,赤髪の白雪姫,
鈴（すず）,赤髪の白雪姫,
ユズリ,赤髪の白雪姫,
キリト,赤髪の白雪姫,
カザハ,赤髪の白雪姫,
イヅル,赤髪の白雪姫,
ラタ・フォルゼノ,赤髪の白雪姫,
マキリ・アールリオン,赤髪の白雪姫,
シュカ,赤髪の白雪姫,
ミカゼ,赤髪の白雪姫,
アサナギ,赤髪の白雪姫,
ラジ・シェナザード,赤髪の白雪姫,
サカキ,赤髪の白雪姫,
ロナ・シェナザード,赤髪の白雪姫,
ユジナ・シェナザード,赤髪の白雪姫,
武風（むかぜ）,赤髪の白雪姫,
鹿月（かづき）,赤髪の白雪姫,
イトヤ,赤髪の白雪姫,
巳早（みはや）,赤髪の白雪姫,
アトリ,赤髪の白雪姫,
座長,赤髪の白雪姫,
女優,赤髪の白雪姫,
姫役の代役の女優,赤髪の白雪姫,
王子役,赤髪の白雪姫,
騎士役,赤髪の白雪姫,
ウミヘビ,赤髪の白雪姫,
トロウ,赤髪の白雪姫,
玉井 真吾（たまい しんご）,赤き血のイレブン,29
松木 天平（まつき てんぺい）,赤き血のイレブン,
大平 洋介（おおひら ようすけ）,赤き血のイレブン,
明日香 涼子（あすか りょうこ）,赤き血のイレブン,
青田 光（あおた ひかる）,赤き血のイレブン,
青田 衛吾作（あおた えごさく）,赤き血のイレブン,
森山（もりやま）,赤き血のイレブン,
駒野 次郎（こまの じろう）,赤き血のイレブン,
玉井 輪吉（たまい りんきち）,赤き血のイレブン,
玉井 君枝（たまい きみえ）,赤き血のイレブン,
永田 真（ながた しん）,赤き血のイレブン,
美杉 純（みすぎ じゅん）,赤き血のイレブン,
早瀬 俊二（はやせ しゅんじ）,赤き血のイレブン,
山形 豪十郎（やまがた ごうじゅうろう）,赤き血のイレブン,
上岡 猛（かみおか たけし）,赤き血のイレブン,
上岡 剛（かみおか つよし）,赤き血のイレブン,
ボボ・スタンレー,赤き血のイレブン,
大川（おおかわ）,赤き血のイレブン,
町田（まちだ）,赤き血のイレブン,
滝 隼人（たき はやと）,赤き血のイレブン,
屋島 才三（やしま さいぞう）,赤き血のイレブン,
屋島 佐介（やしま さすけ）,赤き血のイレブン,
杉原（すぎはら）,赤き血のイレブン,
明日香 守（あすか まもる）,赤き血のイレブン,
美杉 京子（みすぎ きょうこ）,赤き血のイレブン,
洋子,赤き血のイレブン,
トッポ,赤き血のイレブン,
ケン・サントス,赤き血のイレブン,
ベレー,赤き血のイレブン,
八重島 茂雄（やえじま しげお）,赤き血のイレブン,
アン・シャーリー （Anne Shirley）,赤毛のアン,30
マリラ・カスバート （Marilla Cuthbert）,赤毛のアン,
マシュー・カスバート （Matthew Cuthbert）,赤毛のアン,
レイチェル・リンド （Rachel Lynde）,赤毛のアン,
ダイアナ・バリー （Diana Barry）,赤毛のアン,
バリーの奥さん （Mrs. Barry）,赤毛のアン,
ギルバート・ブライス （Gilbert Blythe）,赤毛のアン,
エルキュール・ポワロ,アガサ・クリスティーの名探偵ポワロとマープル,31
ジェーン・マープル,アガサ・クリスティーの名探偵ポワロとマープル,
メイベル・ウエスト,アガサ・クリスティーの名探偵ポワロとマープル,
アーサー・ヘイスティングス,アガサ・クリスティーの名探偵ポワロとマープル,
ミス・レモン,アガサ・クリスティーの名探偵ポワロとマープル,
シャープ警部,アガサ・クリスティーの名探偵ポワロとマープル,
ハースト巡査,アガサ・クリスティーの名探偵ポワロとマープル,
エドナ,アガサ・クリスティーの名探偵ポワロとマープル,
レイモンド・ウエスト,アガサ・クリスティーの名探偵ポワロとマープル,
ジョーン・ウエスト,アガサ・クリスティーの名探偵ポワロとマープル,
オリバー,アガサ・クリスティーの名探偵ポワロとマープル,
チャチャ,赤ずきんチャチャ,32
リーヤ,赤ずきんチャチャ,
しいね,赤ずきんチャチャ,
ポピィ,赤ずきんチャチャ,
セラヴィー / サンダル,赤ずきんチャチャ,
どろしー,赤ずきんチャチャ,
エリザベス,赤ずきんチャチャ,
ウララ,赤ずきんチャチャ,
ラスカル,赤ずきんチャチャ,
バラバラマン,赤ずきんチャチャ,
まやちょん,赤ずきんチャチャ,
おゆき,赤ずきんチャチャ,
よしこ,赤ずきんチャチャ,
マリン,赤ずきんチャチャ,
やっこ,赤ずきんチャチャ,
お鈴（おりん）,赤ずきんチャチャ,
ヒーロン,赤ずきんチャチャ,
ドルフィンガー,赤ずきんチャチャ,
ナミ,赤ずきんチャチャ,
鈴之介（りんのすけ）,赤ずきんチャチャ,
やん太,赤ずきんチャチャ,
もみじ園長,赤ずきんチャチャ,
市松（いちまつ）,赤ずきんチャチャ,
じーさま&ばーさま,赤ずきんチャチャ,
すいまー,赤ずきんチャチャ,
ムッシュ・セミョール,赤ずきんチャチャ,
チャチャの父,赤ずきんチャチャ,
チャチャの母,赤ずきんチャチャ,
チュチュ,赤ずきんチャチャ,
サナエ,赤ずきんチャチャ,
タカノ,赤ずきんチャチャ,
リーヤのじいちゃん,赤ずきんチャチャ,
リーヤの両親,赤ずきんチャチャ,
アクセス,赤ずきんチャチャ,
なると,赤ずきんチャチャ,
リザード,赤ずきんチャチャ,
ドリス,赤ずきんチャチャ,
ユーリン&リーラン,赤ずきんチャチャ,
平八（へいはち）,赤ずきんチャチャ,
メカ,赤ずきんチャチャ,
白菜,赤ずきんチャチャ,
シワシワ,赤ずきんチャチャ,
タワシ,赤ずきんチャチャ,
サカナ,赤ずきんチャチャ,
火星人,赤ずきんチャチャ,
セラヴィーの母,赤ずきんチャチャ,
ミケネコ博士,赤ずきんチャチャ,
シロネコ,赤ずきんチャチャ,
ブチネコ,赤ずきんチャチャ,
クロネコ,赤ずきんチャチャ,
トラネコ,赤ずきんチャチャ,
カンカン&ランラン,赤ずきんチャチャ,
きゅーちゃん,赤ずきんチャチャ,
きゅーぴふぇるちゃん,赤ずきんチャチャ,
正五郎,赤ずきんチャチャ,
ピョコタン先生,赤ずきんチャチャ,
さくぞー,赤ずきんチャチャ,
シンちゃん,赤ずきんチャチャ,
海坊主,赤ずきんチャチャ,
海坊子,赤ずきんチャチャ,
ピカポン,赤ずきんチャチャ,
アメデオ,赤ずきんチャチャ,
やじろべー,赤ずきんチャチャ,
田中（たなか）,赤ずきんチャチャ,
ドウ君,赤ずきんチャチャ,
みっきー,赤ずきんチャチャ,
チュチュリー,赤ずきんチャチャ,
サンタクロース,赤ずきんチャチャ,
セシル,赤ずきんチャチャ,
バケだるま,赤ずきんチャチャ,
アルミ,赤ずきんチャチャ,
シルクハット,赤ずきんチャチャ,
藤井 修作（ふじい しゅうさく）,赤ずきんチャチャ,
梅川 桃介（うめかわ ももすけ）,赤ずきんチャチャ,
煌 薔薇美（きらめき ばらみ）,赤ずきんチャチャ,
爆竜丸 / ラブリーしいねタン・チュキチュキ号,赤ずきんチャチャ,
ボチ子,赤ずきんチャチャ,
チェルシー,赤ずきんチャチャ,
ふーくん / 文夫（ふみお）,赤ずきんチャチャ,
ふーくんママ&ふーくんパパ,赤ずきんチャチャ,
ささみ健吾,赤ずきんチャチャ,
ポカピン,赤ずきんチャチャ,
茂子（しげこ）,赤ずきんチャチャ,
雄二（ゆうじ）,赤ずきんチャチャ,
武史（たけし）,赤ずきんチャチャ,
賢太（けんた）,赤ずきんチャチャ,
宮下 都（みやした みやこ）,赤ずきんチャチャ,
大王（ジーニアス）,赤ずきんチャチャ,
大魔王,赤ずきんチャチャ,
ソーゲス,赤ずきんチャチャ,
ヨーダス,赤ずきんチャチャ,
ハイデヤンス,赤ずきんチャチャ,
カザンダン,赤ずきんチャチャ,
クラウド,赤ずきんチャチャ,
トリー,赤ずきんチャチャ,
榎木拓也（えのき たくや）,赤ちゃんと僕,33
榎木実（えのき みのる）,赤ちゃんと僕,
榎木春美（えのき はるみ）,赤ちゃんと僕,
榎木由加子（えのき ゆかこ）,赤ちゃんと僕,
後藤正（ごとう ただし）,赤ちゃんと僕,
後藤浩子（ごとう ひろこ）,赤ちゃんと僕,
後藤正吉（ごとう しょうきち）,赤ちゃんと僕,
後藤真美（ごとう まみ）,赤ちゃんと僕,
後藤正久（ごとう まさひさ）,赤ちゃんと僕,
後藤光（ごとう みつ）,赤ちゃんと僕,
後藤正太郎（ごとう しょうたろう）,赤ちゃんと僕,
藤井昭広（ふじい あきひろ）,赤ちゃんと僕,
藤井一加（ふじい いちか）,赤ちゃんと僕,
藤井正樹（ふじい まさき）,赤ちゃんと僕,
藤井明美（ふじい あけみ）,赤ちゃんと僕,
藤井友也（ふじい ともや）,赤ちゃんと僕,
藤井浅子（ふじい あさこ）,赤ちゃんと僕,
藤井勇男（ふじい いさお）,赤ちゃんと僕,
藤井恵美子（ふじい えみこ）?,赤ちゃんと僕,
木村成一（きむら せいいち）,赤ちゃんと僕,
木村智子（きむら ともこ）,赤ちゃんと僕,
木村太一（きむら たいち）,赤ちゃんと僕,
木村源一（きむら げんいち）,赤ちゃんと僕,
木村のおばさん?,赤ちゃんと僕,
森口仁志（もりぐち ひとし）,赤ちゃんと僕,
森口広嗣（もりぐち ひろし）,赤ちゃんと僕,
森口文子（もりぐち ふみこ）,赤ちゃんと僕,
森口音子（もりぐち おとこ）,赤ちゃんと僕,
森口広幸（もりぐち ひろゆき）,赤ちゃんと僕,
森口ミドリ（もりぐち ミドリ）,赤ちゃんと僕,
森口海子（もりぐち うみこ）&森口空子（もりぐち そらこ）,赤ちゃんと僕,
松本秀男（まつもとひでお）,赤ちゃんと僕,
寛野光（かんの ひかる）,赤ちゃんと僕,
玉館時男（たまだて ときお）,赤ちゃんと僕,
竹中七海（たけなか ななみ）,赤ちゃんと僕,
深谷しな子（ふかや しなこ）,赤ちゃんと僕,
中題公美（なかだい くみ）,赤ちゃんと僕,
平井果子（ひらい かこ）&萌（もえ）&希美（きみ）,赤ちゃんと僕,
日影秀（ひかげ すぐる）,赤ちゃんと僕,
広瀬努（ひろせ つとむ）,赤ちゃんと僕,
熊出充（くまで みつる）,赤ちゃんと僕,
村田兄弟（むらたきょうだい）,赤ちゃんと僕,
中西亜由子（なかにし あゆこ）,赤ちゃんと僕,
藤原幸夫（ふじわら ゆきお）,赤ちゃんと僕,
槍溝愛（やりみぞ めぐみ）,赤ちゃんと僕,
大久保俊文（おおくぼ としふみ）,赤ちゃんと僕,
宮前裕多（みやまえ ゆうた）,赤ちゃんと僕,
河之内直樹（かわのうち なおき）,赤ちゃんと僕,
向井洋二（むかい ようじ）,赤ちゃんと僕,
真由美（まゆみ）&ひとみ,赤ちゃんと僕,
小林（こばやし）,赤ちゃんと僕,
マサ,赤ちゃんと僕,
日影学（ひかげ まなぶ）,赤ちゃんと僕,
江戸前秋生（えどまえ あきお）,赤ちゃんと僕,
大森和美（おおもり かずみ）,赤ちゃんと僕,
山口（やまぐち）,赤ちゃんと僕,
山崎（やまさき）,赤ちゃんと僕,
安西律子（あんざい りつこ）,赤ちゃんと僕,
平松（ひらまつ）,赤ちゃんと僕,
大谷（おおたに）,赤ちゃんと僕,
朝日勇貴（あさひ ゆうき）,赤ちゃんと僕,
春日淳（かすが じゅん）,赤ちゃんと僕,
春日史穂（かすが しほ）,赤ちゃんと僕,
春日疾実（かすが はやみ）,赤ちゃんと僕,
公治（こうじ）,赤ちゃんと僕,
幸子（さちこ）,赤ちゃんと僕,
さちこちゃん,赤ちゃんと僕,
坂巻延和（さかまき のぶかず）,赤ちゃんと僕,
テブラデスキーハダイスキデース,赤ちゃんと僕,
ネコ,赤ちゃんと僕,
向井公一（むかい こういち）,赤ちゃんと僕,
桃柿千広（ももがき ちひろ）,赤ちゃんと僕,
クリストファー・ロビンソン,赤ちゃんと僕,
ジェニファー・ロビンソン,赤ちゃんと僕,
ハリー・ロビンソン,赤ちゃんと僕,
矢部光太（やべ こうた）,赤ちゃんと僕,
明（あきら）,赤ちゃんと僕,
勇作（ゆうさく）,赤ちゃんと僕,
道雄（みちお）,赤ちゃんと僕,
飯塚孝之（いいづか たかゆき）,赤ちゃんと僕,
梅子（うめこ）,赤ちゃんと僕,
菊子（きくこ）,赤ちゃんと僕,
正臣（ただおみ）,赤ちゃんと僕,
ヨナ,暁のヨナ,34
ハク,暁のヨナ,
スウォン,暁のヨナ,
ユン,暁のヨナ,
キジャ（白龍）,暁のヨナ,
シンア（青龍）,暁のヨナ,
アオ（プッキュー）,暁のヨナ,
ジェハ（緑龍）,暁のヨナ,
ゼノ（黄龍）,暁のヨナ,
イル,暁のヨナ,
カシ,暁のヨナ,
ユホン,暁のヨナ,
ヨンヒ,暁のヨナ,
ジュナム,暁のヨナ,
ハン・ジュド,暁のヨナ,
ケイシュク,暁のヨナ,
ミンス,暁のヨナ,
ソン・ムンドク,暁のヨナ,
テヨン,暁のヨナ,
テウ,暁のヨナ,
ヘンデ,暁のヨナ,
カン・スジン,暁のヨナ,
カン・キョウガ,暁のヨナ,
カン・テジュン,暁のヨナ,
フクチ,暁のヨナ,
キルソン,暁のヨナ,
イ・グンテ,暁のヨナ,
ユウノ,暁のヨナ,
チョルラン,暁のヨナ,
ヒデ爺,暁のヨナ,
アン・ジュンギ,暁のヨナ,
アン・リリ,暁のヨナ,
アユラ,暁のヨナ,
テトラ,暁のヨナ,
リ・ハザラ,暁のヨナ,
カザック,暁のヨナ,
カルガン,暁のヨナ,
イン・クエルボ,暁のヨナ,
ツバル,暁のヨナ,
クシビ,暁のヨナ,
ホツマ,暁のヨナ,
タオ,暁のヨナ,
ヴォルド,暁のヨナ,
アルギラ,暁のヨナ,
コウレン,暁のヨナ,
ネグロ,暁のヨナ,
ヨタカ,暁のヨナ,
ミザリ,暁のヨナ,
ゴビ,暁のヨナ,
イクス,暁のヨナ,
オギ,暁のヨナ,
ヒヨウ,暁のヨナ,
グエン,暁のヨナ,
アビ,暁のヨナ,
シュテン,暁のヨナ,
先代白龍,暁のヨナ,
ガロウ（先代緑龍）,暁のヨナ,
アオ（先代青龍）,暁のヨナ,
カヤ,暁のヨナ,
長瀬 準一（ながせ じゅんいち）,あかね色に染まる坂,35
片桐 優姫（かたぎり ゆうひ）,あかね色に染まる坂,
長瀬 湊（ながせ みなと）,あかね色に染まる坂,
霧生 つかさ（きりゅう つかさ）,あかね色に染まる坂,
白石 なごみ（しらいし なごみ）,あかね色に染まる坂,
椎名 観月（しいな みつき）,あかね色に染まる坂,
橘 ミコト（たちばな みこと）,あかね色に染まる坂,
綾小路 華恋（あやのこうじ かれん）,あかね色に染まる坂,
西野 冬彦（にしの ふゆひこ）,あかね色に染まる坂,
杉下 清次郎（すぎした せいじろう）,あかね色に染まる坂,
藤宮 彩（ふじみや さい）,あかね色に染まる坂,
二条 亜矢（にじょう あや）,あかね色に染まる坂,
白石 ゆとり（しらいし ゆとり）,あかね色に染まる坂,
よっちゃん,あかね色に染まる坂,
長瀬氏（ながせし）,あかね色に染まる坂,
武藤 弥生（むとう やよい）,あかね色に染まる坂,
土宮 明日架（つちみや あすか）,あかねさす少女,36
灯中 優（とうなか ゆう）,あかねさす少女,
みあ・シルバーストーン,あかねさす少女,
七瀬 奈々（ななせ なな）,あかねさす少女,
森須 クロエ（もりす クロエ）,あかねさす少女,
ツチミヤ・アスカ,あかねさす少女,
橘田蔵人,あかねさす少女,
谷治雄大,あかねさす少女,
千波トモヤ,あかねさす少女,
迫間仁,あかねさす少女,
氷石紗呂,あかねさす少女,
ホワイトゴート,あかねさす少女,
月見里真結希,あかねさす少女,
桜賀輝,あかねさす少女,
松朱子,あかねさす少女,
大久保大地,あかねさす少女,
アニー真楠田,あかねさす少女,
土宮今日平,あかねさす少女,
虻田四億,あかねさす少女,
ナギ,あかねさす少女,
こあ,あかねさす少女,
レイ,あかねさす少女,
マヤ,あかねさす少女,
リカ,あかねさす少女,
良澄愛美（よしずみ あいみ）,あかほり外道アワーらぶげ,37
佐嶋薫子（さしま かおるこ）,あかほり外道アワーらぶげ,
関智一（せき ともかず）、セキーマン,あかほり外道アワーらぶげ,
○○プロデューサー,あかほり外道アワーらぶげ,
いつもの女子アナ（北●み●き（姫））,あかほり外道アワーらぶげ,
高原舞子,あかほり外道アワーらぶげ,
ペガセ,あかほり外道アワーらぶげ,
究極宇宙基地ガンダガルド,あかほり外道アワーらぶげ,
北華音子（ほっけ おとね）,あかほり外道アワーらぶげ,
北華妹香（ほっけ まいか）,あかほり外道アワーらぶげ,
北華翼（ほっけ よく）,あかほり外道アワーらぶげ,
北華可菜子（ほっけ かなし）,あかほり外道アワーらぶげ,
北華詩乃（ほっけ うたの）,あかほり外道アワーらぶげ,
アクマコ2,あかほり外道アワーらぶげ,
戦闘員28号,あかほり外道アワーらぶげ,
戦闘員17号,あかほり外道アワーらぶげ,
ギガアント皇帝（ギガアントこうてい）,あかほり外道アワーらぶげ,
アンアント姫（アンアントひめ）,あかほり外道アワーらぶげ,
タツミ,アカメが斬る!,38
アカメ,アカメが斬る!,
マイン,アカメが斬る!,
レオーネ,アカメが斬る!,
ラバック,アカメが斬る!,
ナジェンダ,アカメが斬る!,
ブラート,アカメが斬る!,
シェーレ,アカメが斬る!,
スサノオ,アカメが斬る!,
チェルシー,アカメが斬る!,
皇帝,アカメが斬る!,
オネスト,アカメが斬る!,
エスデス,アカメが斬る!,
ブドー,アカメが斬る!,
ノウケン,アカメが斬る!,
ウェイブ,アカメが斬る!,
セリュー・ユビキタス,アカメが斬る!,
コロ,アカメが斬る!,
ボルス,アカメが斬る!,
Dr.スタイリッシュ,アカメが斬る!,
