キャラクター,タイトル,
エルディシュテット公爵,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
グレゴール,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
ヘルミネ　,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
ゴショ・シヘス,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
一の魔王,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
二の魔王,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
三の魔王,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
四の魔王,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
五の魔王,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
六の魔王,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
七の魔王,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,
高梨 ミーシャ（たかなし ミーシャ）,うちのメイドがウザすぎる!,2
鴨居 つばめ（かもい つばめ）,うちのメイドがウザすぎる!,
クマゴロー,うちのメイドがウザすぎる!,
ダイキチ・チューキチ・ショーキチ,うちのメイドがウザすぎる!,
高梨 康弘（たかなし やすひろ）,うちのメイドがウザすぎる!,
鷲崎 みみか（わしざき みみか）,うちのメイドがウザすぎる!,
森川 ゆい（もりかわ ゆい）,うちのメイドがウザすぎる!,
鵜飼 みどり（うかい みどり）,うちのメイドがウザすぎる!,
アルトゥール・アナトリエヴィチ・フォーキン,うちのメイドがウザすぎる!,
先生,うちのメイドがウザすぎる!,
エース,宇宙エース,2
タツノコ博士,宇宙エース,
アサリ,宇宙エース,
ヤドカリ記者,宇宙エース,
イボ,宇宙エース,
モンゴメリー博士,宇宙エース,
ハーロック,宇宙海賊キャプテンハーロック,2
トリさん,宇宙海賊キャプテンハーロック,
台羽 正（だいば ただし）,宇宙海賊キャプテンハーロック,
有紀 螢（ゆうき けい）,宇宙海賊キャプテンハーロック,
ミーメ,宇宙海賊キャプテンハーロック,
ヤッタラン,宇宙海賊キャプテンハーロック,
魔地（まじ）,宇宙海賊キャプテンハーロック,
ドクターゼロ,宇宙海賊キャプテンハーロック,
ミーくん（ミーめ）,宇宙海賊キャプテンハーロック,
ますさん,宇宙海賊キャプテンハーロック,
ロペット・ワーワー,宇宙海賊キャプテンハーロック,
キッドッド、海太郎,宇宙海賊キャプテンハーロック,
海賊A,宇宙海賊キャプテンハーロック,
ラフレシア,宇宙海賊キャプテンハーロック,
波野 静香（なみの しずか）,宇宙海賊キャプテンハーロック,
ヌレーム,宇宙海賊キャプテンハーロック,
海底ピラミッドのマゾーン,宇宙海賊キャプテンハーロック,
コスモクルーザーのマゾーン,宇宙海賊キャプテンハーロック,
ヒステリアス,宇宙海賊キャプテンハーロック,
ジョジベル,宇宙海賊キャプテンハーロック,
メール、フィメール、マナムーメ,宇宙海賊キャプテンハーロック,
海賊島のマゾーン,宇宙海賊キャプテンハーロック,
処刑されたマゾーン指揮官,宇宙海賊キャプテンハーロック,
クレオ,宇宙海賊キャプテンハーロック,
テシウス,宇宙海賊キャプテンハーロック,
舎監,宇宙海賊キャプテンハーロック,
メゾン,宇宙海賊キャプテンハーロック,
ローラ,宇宙海賊キャプテンハーロック,
アレルギアス,宇宙海賊キャプテンハーロック,
アマン,宇宙海賊キャプテンハーロック,
スノーラ,宇宙海賊キャプテンハーロック,
サキ,宇宙海賊キャプテンハーロック,
亜希（あき）,宇宙海賊キャプテンハーロック,
パトラス（ミドリ）,宇宙海賊キャプテンハーロック,
アキアス,宇宙海賊キャプテンハーロック,
 ジョジベル,宇宙海賊キャプテンハーロック,
エルザ,宇宙海賊キャプテンハーロック,
巨大母艦指令,宇宙海賊キャプテンハーロック,
ルシア,宇宙海賊キャプテンハーロック,
カサンドラ,宇宙海賊キャプテンハーロック,
サイネス,宇宙海賊キャプテンハーロック,
ミユ,宇宙海賊キャプテンハーロック,
キリカ,宇宙海賊キャプテンハーロック,
シラク,宇宙海賊キャプテンハーロック,
ダイネス,宇宙海賊キャプテンハーロック,
ツインシスター（ルイとメーバ）,宇宙海賊キャプテンハーロック,
アドルフ,宇宙海賊キャプテンハーロック,
マゾーン特攻部隊の司令官,宇宙海賊キャプテンハーロック,
大山 トチロー（おおやま トチロー）,宇宙海賊キャプテンハーロック,
エメラルダス,宇宙海賊キャプテンハーロック,
まゆ,宇宙海賊キャプテンハーロック,
首相,宇宙海賊キャプテンハーロック,
切田長官,宇宙海賊キャプテンハーロック,
片桐 一也（かたぎり かずや）,宇宙海賊キャプテンハーロック,
山中（やまなか）,宇宙海賊キャプテンハーロック,
ホラー提督,宇宙海賊キャプテンハーロック,
大田原 剛三（おおたわら ごうぞう）,宇宙海賊キャプテンハーロック,
台羽博士,宇宙海賊キャプテンハーロック,
クスコ教授,宇宙海賊キャプテンハーロック,
台羽 弘子（だいば ひろこ）,宇宙海賊キャプテンハーロック,
アイン博士,宇宙海賊キャプテンハーロック,
酒場のマスター,宇宙海賊キャプテンハーロック,
学長,宇宙海賊キャプテンハーロック,
ハッシ長老,宇宙海賊キャプテンハーロック,
クルナ村の子供達,宇宙海賊キャプテンハーロック,
ゾル,宇宙海賊キャプテンハーロック,
ゾルの息子達,宇宙海賊キャプテンハーロック,
ゾルバ,宇宙海賊キャプテンハーロック,
ルマーニ,宇宙海賊キャプテンハーロック,
トカーガ族の長老,宇宙海賊キャプテンハーロック,
ミュン,宇宙海賊キャプテンハーロック,
ミト / 光国 美都（みつくに みと）,宇宙海賊ミトの大冒険,2
光国 葵（みつくに あおい）,宇宙海賊ミトの大冒険,
年賀 睦月（ねんが むつき）,宇宙海賊ミトの大冒険,
年賀 正月（ねんが まさつき）,宇宙海賊ミトの大冒険,
スケサブロウ,宇宙海賊ミトの大冒険,
カクノシン,宇宙海賊ミトの大冒険,
双房（そうぼう）,宇宙海賊ミトの大冒険,
光国 蔭朗（みつくに かげろう）,宇宙海賊ミトの大冒険,
格芸院 華風子（かくげいいん かふこ）,宇宙海賊ミトの大冒険,
大久保 都（おおくぼ みやこ）,宇宙海賊ミトの大冒険,
爛磐（らんばん）,宇宙海賊ミトの大冒険,
ランバン,宇宙海賊ミトの大冒険,
陽怒（ひかり）,宇宙海賊ミトの大冒険,
南波 六太（なんば むった）,宇宙兄弟,2
南波 日々人（なんば ひびと）,宇宙兄弟,
真壁 ケンジ（まかべ ケンジ）,宇宙兄弟,
伊東 せりか（いとう せりか）,宇宙兄弟,
吾妻 滝生（あずま たきお）,宇宙兄弟,
紫 三世（むらさき さんせい）,宇宙兄弟,
宮田 アツシ（みやた アツシ）,宇宙兄弟,
ブライアン・ジェイ,宇宙兄弟,
エディ・ジェイ,宇宙兄弟,
ビンセント・ボールド,宇宙兄弟,
ラリー・バイソン,宇宙兄弟,
ローリー・クオモ,宇宙兄弟,
マイク・デイビス,宇宙兄弟,
フレディ・サターン,宇宙兄弟,
バディ・ウォーターズ,宇宙兄弟,
ダミアン・クウェラー,宇宙兄弟,
カレン・ジョーンズ,宇宙兄弟,
リンダ・クリフ,宇宙兄弟,
アマンティ・パテル,宇宙兄弟,
アンディ・タイラー,宇宙兄弟,
ベティ・レイン,宇宙兄弟,
カルロ・グレコ,宇宙兄弟,
フィリップ・ルイス,宇宙兄弟,
モッシュ・ベルマー,宇宙兄弟,
ジョージ・ラブ,宇宙兄弟,
マルコム・エルキン,宇宙兄弟,
茄子田 シゲオ（なすだ シゲオ）,宇宙兄弟,
星加 正（ほしか ただし）,宇宙兄弟,
鶴見 徹太郎（つるみ てつたろう）,宇宙兄弟,
原田 俊彦（はらだ としひこ）,宇宙兄弟,
小町 ミチコ（こまち みちこ）,宇宙兄弟,
ジェーソン・バトラー,宇宙兄弟,
デニール・ヤング,宇宙兄弟,
ピコ・ノートン,宇宙兄弟,
ウォルター・ゲイツ,宇宙兄弟,
ジェニファー,宇宙兄弟,
アレクサンダー・ニコラス・フィリッポス・メディナカロス,宇宙兄弟,
ピーター／ハロルド／ダン／ウィンストン,宇宙兄弟,
ハミルトン,宇宙兄弟,
ジョージ・マグワイア,宇宙兄弟,
タリー,宇宙兄弟,
ビル・ハガード,宇宙兄弟,
久城 光利（くじょう みつとし）,宇宙兄弟,
イヴァン・トルストイ,宇宙兄弟,
オレグ・ボルシュマン,宇宙兄弟,
マクシム・ウルマノフ,宇宙兄弟,
ユル・マイゼール,宇宙兄弟,
フランツ・クラーキン,宇宙兄弟,
手島 有利（てしま ゆうり）,宇宙兄弟,
新田 零次（にった れいじ）,宇宙兄弟,
北村 絵名（きたむら えな）,宇宙兄弟,
溝口 大和（みぞぐち やまと）,宇宙兄弟,
富井 竜之介（とみい りゅうのすけ）,宇宙兄弟,
森嶋 茂雄（もりしま しげお）,宇宙兄弟,
清水 早苗（しみず さなえ） / 増田 大貴（ますだ だいき） / 丸宮 純（まるみや じゅん）/ 山下 剛（やました つよし）,宇宙兄弟,
金子 シャロン,宇宙兄弟,
ダニエル・モリソン,宇宙兄弟,
五月蝿 静（さつきばえ しずか）,宇宙兄弟,
笑川 堅太郎（えみかわ けんたろう）,宇宙兄弟,
門村 忍（かどむら しのぶ）,宇宙兄弟,
来栖 質文（くるす ただふみ）,宇宙兄弟,
福田 直人（ふくだ なおと）,宇宙兄弟,
ジョン・アーチャー,宇宙兄弟,
菅原 五郎（すがわら ごろう）,宇宙兄弟,
対馬 新（つしま あらた）,宇宙兄弟,
五十嵐 寿（いがらし ことぶき）,宇宙兄弟,
古谷 やすし（ふるや やすし）,宇宙兄弟,
馬場 奈々美（ばば ななみ）,宇宙兄弟,
南波 真弓（なんば まゆみ）,宇宙兄弟,
南波 長介（なんば ちょうすけ）,宇宙兄弟,
オジー・スミス,宇宙兄弟,
アポ,宇宙兄弟,
間寺（まてら）,宇宙兄弟,
馬場 広人（ばば ひろひと）,宇宙兄弟,
新田 カズヤ（にった カズヤ）,宇宙兄弟,
田村（たむら）,宇宙兄弟,
リック・ターナー,宇宙兄弟,
オリガ・トルスタヤ,宇宙兄弟,
エミーリア・トルスタヤ,宇宙兄弟,
クリス,宇宙兄弟,
ベリンダ,宇宙兄弟,
アンソニー,宇宙兄弟,
オーウェン・パーカー,宇宙兄弟,
宍戸 空（ししど ソラ）／宍戸 レミ（ししど レミ）,宇宙兄弟,
田井（たい）／幸田（こうだ）,宇宙兄弟,
日下 真（くさか しん）,宇宙空母ブルーノア,2
土門 慶（ケイ）,宇宙空母ブルーノア,
土門 鋭（どもん えい）,宇宙空母ブルーノア,
清水 忠治（しみず ちゅうじ）,宇宙空母ブルーノア,
和泉 洋（いずみ ひろし）,宇宙空母ブルーノア,
田村 道郎（たむら みちろう）,宇宙空母ブルーノア,
三好 勝彦（みよし かつひこ）,宇宙空母ブルーノア,
井上 達也（いのうえ たつや）,宇宙空母ブルーノア,
河内山 健太（こうちやま けんた）,宇宙空母ブルーノア,
平賀 一臣（ひらが かずおみ）,宇宙空母ブルーノア,
松倉 征士（まつくら せいじ）,宇宙空母ブルーノア,
中平 卓（なかひら たく）,宇宙空母ブルーノア,
島貫 文蔵（しまぬき ぶんぞう）,宇宙空母ブルーノア,
ドメニコ,宇宙空母ブルーノア,
飛鷹 翔（ひだか しょう）,宇宙空母ブルーノア,
ヤコペッティ,宇宙空母ブルーノア,
桜町 小夜子（さくらまち さよこ）,宇宙空母ブルーノア,
サヨコ,宇宙空母ブルーノア,
医師,宇宙空母ブルーノア,
カピラ,宇宙空母ブルーノア,
タラ,宇宙空母ブルーノア,
ファラ・アルヌール,宇宙空母ブルーノア,
ロバート,宇宙空母ブルーノア,
加倉井（かくらい）司令官,宇宙空母ブルーノア,
日下 健次郎（けんじろう）,宇宙空母ブルーノア,
岩瀬,宇宙空母ブルーノア,
地球連邦大統領,宇宙空母ブルーノア,
土門 道子（みちこ）,宇宙空母ブルーノア,
土門 保（たもつ）,宇宙空母ブルーノア,
土門 良（りょう）,宇宙空母ブルーノア,
日下真の母,宇宙空母ブルーノア,
ブルーノア 制御コンピューター,宇宙空母ブルーノア,
カガ,宇宙空母ブルーノア,
トダ,宇宙空母ブルーノア,
イナ,宇宙空母ブルーノア,
ブルーノア ダメージコントロール担当官,宇宙空母ブルーノア,
ヒポリ,宇宙空母ブルーノア,
長老,宇宙空母ブルーノア,
ドメニコの母（第20話）,宇宙空母ブルーノア,
ポイントN9の看護婦（第20話）,宇宙空母ブルーノア,
ポイントN9の通信士の声（第20話）,宇宙空母ブルーノア,
ユルゲンス,宇宙空母ブルーノア,
ゾルゲル,宇宙空母ブルーノア,
ガルフ,宇宙空母ブルーノア,
ウスリー,宇宙空母ブルーノア,
ヘーゲラー,宇宙空母ブルーノア,
ザイテル,宇宙空母ブルーノア,
バルナス,宇宙空母ブルーノア,
ゲルベス,宇宙空母ブルーノア,
ブルーノアの捕虜になった兵士,宇宙空母ブルーノア,
ウスリーの副官（第14話）,宇宙空母ブルーノア,
アメリカ海峡基地のゾルゲルの副官（第18話）,宇宙空母ブルーノア,
ヘーゲラーの副官（第19話冒頭）,宇宙空母ブルーノア,
ユルゲンスの潜水艦の副官（第20話）,宇宙空母ブルーノア,
ユルゲンスの潜水艦の兵士（第20話）,宇宙空母ブルーノア,
北極基地司令官（第21話）,宇宙空母ブルーノア,
飛行中のブルーノアを発見する兵士（第21話）,宇宙空母ブルーノア,
スバル・イチノセ,宇宙戦艦ティラミス,2
陰毛（いんもう）,宇宙戦艦ティラミス,
陰毛（いんもう）の嫁,宇宙戦艦ティラミス,
ヴォルガー・ハマー,宇宙戦艦ティラミス,
リージュ・ルロワ,宇宙戦艦ティラミス,
ヴェンチュリー・ルロワ,宇宙戦艦ティラミス,
シゲルコ・ホンダ,宇宙戦艦ティラミス,
パッカー（PAC2-AR）,宇宙戦艦ティラミス,
コーディ,宇宙戦艦ティラミス,
ロメオ・アルファ,宇宙戦艦ティラミス,
ダッジ・ナイトロ,宇宙戦艦ティラミス,
ソウイチロウ・イチノセ,宇宙戦艦ティラミス,
ルブラン・スピリ,宇宙戦艦ティラミス,
イスズ・イチノセ,宇宙戦艦ティラミス,
スバルB（ビヨンド）,宇宙戦艦ティラミス,
マイバッハ,宇宙戦艦ティラミス,
フェイ・キャラウェイ,宇宙戦艦ティラミス,
エスカレド・キャデラック,宇宙戦艦ティラミス,
エスカレド・シュエルビィ,宇宙戦艦ティラミス,
マスタング・フォード,宇宙戦艦ティラミス,
ガードナー,宇宙戦艦ティラミス,
ガヤルド・Ｆ・ランボルギーニ,宇宙戦艦ティラミス,
スペム・メトゥス・セクィトゥル,宇宙戦艦ティラミス,
ジネッタ　メトゥス　ウォークレット,宇宙戦艦ティラミス,
スバル母,宇宙戦艦ティラミス,
デュランダル,宇宙戦艦ティラミス,
F（エフ）・デュランダル,宇宙戦艦ティラミス,
ネオデュランダル,宇宙戦艦ティラミス,
プリマヴェーラδ（デルタ）,宇宙戦艦ティラミス,
パトロイド,宇宙戦艦ティラミス,
ケリュケイオン,宇宙戦艦ティラミス,
デュランダル=ツヴァイ,宇宙戦艦ティラミス,
ギムレット,宇宙戦艦ティラミス,
メトゥスの民,宇宙戦艦ティラミス,
ティラミス,宇宙戦艦ティラミス,
アシガラ,宇宙戦艦ティラミス,
スーパーロボット大戦X-Ω,宇宙戦艦ティラミス,
三国志大戦,宇宙戦艦ティラミス,
第1期,宇宙戦艦ティラミスII,2
第2期,宇宙戦艦ティラミスII,
スーパーロボット大戦X-Ω,宇宙戦艦ティラミスII,
三国志大戦,宇宙戦艦ティラミスII,
スバル・イチノセ,宇宙戦艦ティラミスII,
陰毛（いんもう）,宇宙戦艦ティラミスII,
陰毛（いんもう）の嫁,宇宙戦艦ティラミスII,
ヴォルガー・ハマー,宇宙戦艦ティラミスII,
リージュ・ルロワ,宇宙戦艦ティラミスII,
ヴェンチュリー・ルロワ,宇宙戦艦ティラミスII,
シゲルコ・ホンダ,宇宙戦艦ティラミスII,
パッカー（PAC2-AR）,宇宙戦艦ティラミスII,
コーディ,宇宙戦艦ティラミスII,
ロメオ・アルファ,宇宙戦艦ティラミスII,
ダッジ・ナイトロ,宇宙戦艦ティラミスII,
ソウイチロウ・イチノセ,宇宙戦艦ティラミスII,
ルブラン・スピリ,宇宙戦艦ティラミスII,
イスズ・イチノセ,宇宙戦艦ティラミスII,
スバルB（ビヨンド）,宇宙戦艦ティラミスII,
マイバッハ,宇宙戦艦ティラミスII,
フェイ・キャラウェイ,宇宙戦艦ティラミスII,
エスカレド・キャデラック,宇宙戦艦ティラミスII,
エスカレド・シュエルビィ,宇宙戦艦ティラミスII,
マスタング・フォード,宇宙戦艦ティラミスII,
ガードナー,宇宙戦艦ティラミスII,
ガヤルド・Ｆ・ランボルギーニ,宇宙戦艦ティラミスII,
スペム・メトゥス・セクィトゥル,宇宙戦艦ティラミスII,
ジネッタ　メトゥス　ウォークレット,宇宙戦艦ティラミスII,
スバル母,宇宙戦艦ティラミスII,
デュランダル,宇宙戦艦ティラミスII,
F（エフ）・デュランダル,宇宙戦艦ティラミスII,
ネオデュランダル,宇宙戦艦ティラミスII,
プリマヴェーラδ（デルタ）,宇宙戦艦ティラミスII,
パトロイド,宇宙戦艦ティラミスII,
ケリュケイオン,宇宙戦艦ティラミスII,
デュランダル=ツヴァイ,宇宙戦艦ティラミスII,
ギムレット,宇宙戦艦ティラミスII,
メトゥスの民,宇宙戦艦ティラミスII,
ティラミス,宇宙戦艦ティラミスII,
アシガラ,宇宙戦艦ティラミスII,
沖田十三,宇宙戦艦ヤマト,2
古代進,宇宙戦艦ヤマト,
森雪,宇宙戦艦ヤマト,
島大介,宇宙戦艦ヤマト,
古代守,宇宙戦艦ヤマト,
スターシャ（スターシァ、スターシア）,宇宙戦艦ヤマト,
サーシャ（サーシァ、サーシア）,宇宙戦艦ヤマト,
デスラー,宇宙戦艦ヤマト,
ヒス,宇宙戦艦ヤマト,
ドメル,宇宙戦艦ヤマト,
ゲール,宇宙戦艦ヤマト,
シュルツ,宇宙戦艦ヤマト,
古代進（こだい すすむ）,宇宙戦艦ヤマト2,2
森雪（もり ゆき）,宇宙戦艦ヤマト2,
島大介（しま だいすけ）,宇宙戦艦ヤマト2,
真田志郎（さなだ しろう）,宇宙戦艦ヤマト2,
佐渡酒造（さど さけぞう）,宇宙戦艦ヤマト2,
斉藤始（さいとう はじめ）,宇宙戦艦ヤマト2,
新米俵太（あらこめ ひょうた）,宇宙戦艦ヤマト2,
土方竜（ひじかた りゅう）,宇宙戦艦ヤマト2,
地球防衛軍司令長官,宇宙戦艦ヤマト2,
参謀,宇宙戦艦ヤマト2,
ズォーダー,宇宙戦艦ヤマト2,
サーベラー,宇宙戦艦ヤマト2,
ゲーニッツ,宇宙戦艦ヤマト2,
ラーゼラー,宇宙戦艦ヤマト2,
バルゼー,宇宙戦艦ヤマト2,
ゴーランド,宇宙戦艦ヤマト2,
コズモダート・ナスカ,宇宙戦艦ヤマト2,
デスラー,宇宙戦艦ヤマト2,
タラン,宇宙戦艦ヤマト2,
テレサ,宇宙戦艦ヤマト2,
古代進,宇宙戦艦ヤマトIII,2
森雪,宇宙戦艦ヤマトIII,
島大介,宇宙戦艦ヤマトIII,
真田志郎,宇宙戦艦ヤマトIII,
土門竜介,宇宙戦艦ヤマトIII,
揚羽武,宇宙戦艦ヤマトIII,
平田一,宇宙戦艦ヤマトIII,
藤堂平九郎,宇宙戦艦ヤマトIII,
デスラー,宇宙戦艦ヤマトIII,
タラン,宇宙戦艦ヤマトIII,
ガイデル,宇宙戦艦ヤマトIII,
ダゴン,宇宙戦艦ヤマトIII,
ベムラーゼ,宇宙戦艦ヤマトIII,
ラム,宇宙戦艦ヤマトIII,
ボローズ,宇宙戦艦ヤマトIII,
マザー＝シャルバート,宇宙戦艦ヤマトIII,
ルダ,宇宙戦艦ヤマトIII,
沖田十三（おきた じゅうぞう）,宇宙戦艦ヤマト2199,2
古代進（こだい すすむ）,宇宙戦艦ヤマト2199,
南部康雄（なんぶ やすお）,宇宙戦艦ヤマト2199,
北野哲也（きたの てつや）,宇宙戦艦ヤマト2199,
加藤三郎（かとう さぶろう）,宇宙戦艦ヤマト2199,
篠原弘樹（しのはら ひろき）,宇宙戦艦ヤマト2199,
山本玲（やまもと あきら）,宇宙戦艦ヤマト2199,
沢村翔（さわむら しょう）,宇宙戦艦ヤマト2199,
杉山宣彦（すぎやま のぶひこ[32]）,宇宙戦艦ヤマト2199,
根本幹雄（ねもと みきお[35]）,宇宙戦艦ヤマト2199,
小橋拓哉（こばし たくや[ep 18]）,宇宙戦艦ヤマト2199,
大工原剛志（だいくはら つよし[ep 18]）,宇宙戦艦ヤマト2199,
西川淳,宇宙戦艦ヤマト2199,
袴田邦彦,宇宙戦艦ヤマト2199,
五十嵐徹,宇宙戦艦ヤマト2199,
田熊猛（たくま たけし）,宇宙戦艦ヤマト2199,
鶴見二郎（つるみ じろう）,宇宙戦艦ヤマト2199,
榎本勇（えのもと いさみ）,宇宙戦艦ヤマト2199,
岩田新平（いわた しんぺい）,宇宙戦艦ヤマト2199,
遠山清（とおやま きよし）,宇宙戦艦ヤマト2199,
来島秀明,宇宙戦艦ヤマト2199,
佐伯功二,宇宙戦艦ヤマト2199,
土岐鮎斗,宇宙戦艦ヤマト2199,
宮澤ちづる,宇宙戦艦ヤマト2199,
香田実,宇宙戦艦ヤマト2199,
佐藤,宇宙戦艦ヤマト2199,
島大介（しま だいすけ）,宇宙戦艦ヤマト2199,
太田健二郎（おおた けんじろう）,宇宙戦艦ヤマト2199,
林繁,宇宙戦艦ヤマト2199,
小浜禎,宇宙戦艦ヤマト2199,
大島夏樹,宇宙戦艦ヤマト2199,
森雪（もり ゆき）,宇宙戦艦ヤマト2199,
相原義一（あいはら よしかず）,宇宙戦艦ヤマト2199,
岬百合亜（みさき ゆりあ）→星名百合亜（ほしな ゆりあ）,宇宙戦艦ヤマト2199,
西条未来（さいじょう みき）,宇宙戦艦ヤマト2199,
柏木沙香,宇宙戦艦ヤマト2199,
市川純,宇宙戦艦ヤマト2199,
真田志郎（さなだ しろう）,宇宙戦艦ヤマト2199,
新見薫（にいみ かおる）,宇宙戦艦ヤマト2199,
桐生美影（きりゅう みかげ）,宇宙戦艦ヤマト2199,
佐野史彦（さの ふみひこ[90]）,宇宙戦艦ヤマト2199,
岸田優,宇宙戦艦ヤマト2199,
松井,宇宙戦艦ヤマト2199,
板野,宇宙戦艦ヤマト2199,
徳川彦左衛門（とくがわ ひこざえもん）,宇宙戦艦ヤマト2199,
山崎奨（やまざき すすむ）,宇宙戦艦ヤマト2199,
薮助治（やぶ すけじ）,宇宙戦艦ヤマト2199,
早乙女友治（さおとめ ゆうじ[ep 18]）,宇宙戦艦ヤマト2199,
崎山克典（きやま かつのり[ep 18]）,宇宙戦艦ヤマト2199,
吉田充,宇宙戦艦ヤマト2199,
嘉茂君彦,宇宙戦艦ヤマト2199,
平田一（ひらた はじめ）,宇宙戦艦ヤマト2199,
金城和夫,宇宙戦艦ヤマト2199,
木村英義,宇宙戦艦ヤマト2199,
篠田琴,宇宙戦艦ヤマト2199,
梅田,宇宙戦艦ヤマト2199,
峯岸,宇宙戦艦ヤマト2199,
岩佐,宇宙戦艦ヤマト2199,
タナカ,宇宙戦艦ヤマト2199,
佐渡酒造（さど さけぞう）,宇宙戦艦ヤマト2199,
原田真琴（はらだ まこと）→加藤真琴（かとう まこと）,宇宙戦艦ヤマト2199,
小宮聡,宇宙戦艦ヤマト2199,
笠原真希,宇宙戦艦ヤマト2199,
伊東真也（いとう しんや）,宇宙戦艦ヤマト2199,
星名透（ほしな とおる）,宇宙戦艦ヤマト2199,
内海政信（うつみ まさのぶ[ep 18]）,宇宙戦艦ヤマト2199,
和田真紀子,宇宙戦艦ヤマト2199,
保安部員B[117][注 30],宇宙戦艦ヤマト2199,
保安部員C[117][注 30],宇宙戦艦ヤマト2199,
永倉志織（ながくら しおり[123]）,宇宙戦艦ヤマト2199,
倉田勝（くらた まさる）,宇宙戦艦ヤマト2199,
天城敏郎（あまぎ としお）,宇宙戦艦ヤマト2199,
AU09（エーユー・オーナイン） / アナライザー,宇宙戦艦ヤマト2199,
藤堂平九郎（とうどう へいくろう）,宇宙戦艦ヤマト2199,
芹沢虎鉄（せりざわ こてつ）,宇宙戦艦ヤマト2199,
大統領,宇宙戦艦ヤマト2199,
古代守（こだい まもる）,宇宙戦艦ヤマト2199,
山南修（やまなみ おさむ）,宇宙戦艦ヤマト2199,
島大吾（しま だいご）,宇宙戦艦ヤマト2199,
石津英二,宇宙戦艦ヤマト2199,
土方竜（ひじかた りゅう）,宇宙戦艦ヤマト2199,
山本明生（やまもと あきお）,宇宙戦艦ヤマト2199,
緋眼のエース,宇宙戦艦ヤマト2199,
桐生悟郎（きりゅう ごろう[37]）,宇宙戦艦ヤマト2199,
斉藤始（さいとう はじめ）,宇宙戦艦ヤマト2199,
永倉志織,宇宙戦艦ヤマト2199,
倉田勝,宇宙戦艦ヤマト2199,
天城敏郎,宇宙戦艦ヤマト2199,
古橋弦（ふるはし げん[123]）,宇宙戦艦ヤマト2199,
沖田の息子,宇宙戦艦ヤマト2199,
山南修,宇宙戦艦ヤマト2199,
安田俊太郎（やすだ しゅんたろう）,宇宙戦艦ヤマト2199,
尾崎徹太郎（おざき てつたろう）,宇宙戦艦ヤマト2199,
谷鋼三（たに こうぞう）,宇宙戦艦ヤマト2199,
藤堂早紀（とうどう さき）,宇宙戦艦ヤマト2199,
神崎恵（かんざき めぐみ）,宇宙戦艦ヤマト2199,
市瀬美奈（いちのせ みな）,宇宙戦艦ヤマト2199,
日下部うらら（くさかべ うらら）,宇宙戦艦ヤマト2199,
指揮AI / ブラックアナライザー,宇宙戦艦ヤマト2199,
古代剛 / 古代紀子,宇宙戦艦ヤマト2199,
古代芳雄 / 古代真希,宇宙戦艦ヤマト2199,
島沙織,宇宙戦艦ヤマト2199,
島次郎（しま じろう）,宇宙戦艦ヤマト2199,
徳川太助（とくがわ たすけ）,宇宙戦艦ヤマト2199,
徳川アイ子（とくがわ あいこ）,宇宙戦艦ヤマト2199,
徳川彦七（とくがわ ひこしち） / 徳川菊子（とくがわ きくこ）,宇宙戦艦ヤマト2199,
南部康造,宇宙戦艦ヤマト2199,
南部登紀子,宇宙戦艦ヤマト2199,
加藤一徹,宇宙戦艦ヤマト2199,
加藤真琴,宇宙戦艦ヤマト2199,
加藤翼,宇宙戦艦ヤマト2199,
相原の両親,宇宙戦艦ヤマト2199,
ロバート・レドラウズ,宇宙戦艦ヤマト2199,
桂木透子（かつらぎ とうこ[123]）,宇宙戦艦ヤマト2199,
イリィ,宇宙戦艦ヤマト2199,
スターシャ・イスカンダル,宇宙戦艦ヤマト2199,
サーシャ・イスカンダル,宇宙戦艦ヤマト2199,
ユリーシャ・イスカンダル,宇宙戦艦ヤマト2199,
アベルト・デスラー,宇宙戦艦ヤマト2199,
ハイドム・ギムレー,宇宙戦艦ヤマト2199,
パレン・ネルゲ,宇宙戦艦ヤマト2199,
ドーラ・ネルゲ,宇宙戦艦ヤマト2199,
ハルツ・レクター,宇宙戦艦ヤマト2199,
女衛士,宇宙戦艦ヤマト2199,
レドフ・ヒス,宇宙戦艦ヤマト2199,
ヴェルテ・タラン,宇宙戦艦ヤマト2199,
ミーゼラ・セレステラ[注 47],宇宙戦艦ヤマト2199,
マルド・ヴォッテル,宇宙戦艦ヤマト2199,
バノム・ベッシュ,宇宙戦艦ヤマト2199,
ローグ・モラム,宇宙戦艦ヤマト2199,
ゲラン・モーレン,宇宙戦艦ヤマト2199,
ヒドレ・ザルメ,宇宙戦艦ヤマト2199,
トール・トード,宇宙戦艦ヤマト2199,
メドム・ナーキン,宇宙戦艦ヤマト2199,
