キャラクター,タイトル,
太田 廉（おおた れん）,バカとテストと召喚獣にっ!,
大野 透（おおの とおる）,バカとテストと召喚獣にっ!,
高田 光彦（たかだ みつひこ）,バカとテストと召喚獣にっ!,
吉岡 創路（よしおか いつじ）,バカとテストと召喚獣にっ!,
野々村 充（ののむら みつる）,バカとテストと召喚獣にっ!,
河瀬 雅人（かわせ まさと）,バカとテストと召喚獣にっ!,
寺崎 孝（てらさき たかし）,バカとテストと召喚獣にっ!,
泉 小太郎（いずみ こたろう）,バカとテストと召喚獣にっ!,
鈴木（すずき）,バカとテストと召喚獣にっ!,
平賀 源二（ひらが げんじ）,バカとテストと召喚獣にっ!,
清水 美春（しみず みはる）,バカとテストと召喚獣にっ!,
玉野 美紀（たまの みき）,バカとテストと召喚獣にっ!,
鈴木 一郎（すずき いちろう）,バカとテストと召喚獣にっ!,
笹島 圭吾（ささじま けいご）,バカとテストと召喚獣にっ!,
中野 健太（なかの けんた）,バカとテストと召喚獣にっ!,
小野寺 優子（おのでら ゆうこ）,バカとテストと召喚獣にっ!,
香川 希（かがわ のぞみ）,バカとテストと召喚獣にっ!,
山田 美香（やまだ みか）,バカとテストと召喚獣にっ!,
鈴木 悠太（すずき ゆうた）,バカとテストと召喚獣にっ!,
中林 宏美（なかばやし ひろみ）,バカとテストと召喚獣にっ!,
三上 美子（みかみ よしこ）,バカとテストと召喚獣にっ!,
古河 あゆみ（ふるかわ あゆみ）,バカとテストと召喚獣にっ!,
源 涼香（みなもと すずか）,バカとテストと召喚獣にっ!,
矢野 武雄（やの たけお）,バカとテストと召喚獣にっ!,
園村 俊也（そのむら しゅんや）,バカとテストと召喚獣にっ!,
大村 新太郎（おおむら しんたろう）,バカとテストと召喚獣にっ!,
湯浅 弘文（ゆあさ ひろふみ）,バカとテストと召喚獣にっ!,
近藤 昇（こんどう のぼる）,バカとテストと召喚獣にっ!,
野々村 啓太（ののむら けいた）,バカとテストと召喚獣にっ!,
飯野 涼（いいの りょう）,バカとテストと召喚獣にっ!,
花井大（はない だい）,バカとテストと召喚獣にっ!,
常村 勇作（つねむら ゆうさく）,バカとテストと召喚獣にっ!,
夏川 俊平（なつかわ しゅんぺい）,バカとテストと召喚獣にっ!,
小暮 葵（こぐれ あおい）,バカとテストと召喚獣にっ!,
高城 雅春（たかしろ まさはる）,バカとテストと召喚獣にっ!,
金田一 真之介（きんだいち しんのすけ）,バカとテストと召喚獣にっ!,
近藤 良文（こんどう よしふみ）,バカとテストと召喚獣にっ!,
大竹 貴美子（おおたけ きみこ）,バカとテストと召喚獣にっ!,
市原 両次郎（いちはら りょうじろう）,バカとテストと召喚獣にっ!,
名波 健一（ななみ けんいち）,バカとテストと召喚獣にっ!,
寿 湊（ことぶき みなと）,バカとテストと召喚獣にっ!,
中曽根 みさお（なかそね みさお）,バカとテストと召喚獣にっ!,
堀田 雅俊（ほった まさとし）,バカとテストと召喚獣にっ!,
小村 一郎（こむら いちろう）,バカとテストと召喚獣にっ!,
守屋 香奈（もりや かな）,バカとテストと召喚獣にっ!,
多田 奈々香（ただ ななか）,バカとテストと召喚獣にっ!,
兼藤 飛鳥（かねふじ あすか）,バカとテストと召喚獣にっ!,
高橋 健（たかはし けん）,バカとテストと召喚獣にっ!,
山下 秀夫（やました ひでお）,バカとテストと召喚獣にっ!,
島本 美奈（しまもと みな）,バカとテストと召喚獣にっ!,
九重 伸介（ここのえ しんすけ）,バカとテストと召喚獣にっ!,
磯谷 金冶郎（いそや きんじろう）,バカとテストと召喚獣にっ!,
別府 アキ（べっぷ あき）,バカとテストと召喚獣にっ!,
恩田 敏夫（おんだ としお）,バカとテストと召喚獣にっ!,
島村 正（しまむら ただし）,バカとテストと召喚獣にっ!,
松尾 弘（まつお ひろし）,バカとテストと召喚獣にっ!,
吉田 光太郎（よしだ こうたろう）,バカとテストと召喚獣にっ!,
阿部 伸介（あべ しんすけ）,バカとテストと召喚獣にっ!,
藤島 武雄（ふじしま たけお）,バカとテストと召喚獣にっ!,
力石 真琴（りきいし まこと）,バカとテストと召喚獣にっ!,
藤下 京子（ふじした きょうこ）,バカとテストと召喚獣にっ!,
岡村 壕（おかむら ごう）,バカとテストと召喚獣にっ!,
徳島 良太（とくしま りょうた）,バカとテストと召喚獣にっ!,
リンネ・クライン,バカとテストと召喚獣にっ!,
藤堂 カヲル（とうどう カヲル）,バカとテストと召喚獣にっ!,
西村 宗一（にしむら そういち）,バカとテストと召喚獣にっ!,
福原 慎（ふくはら しん）,バカとテストと召喚獣にっ!,
高橋 洋子（たかはし ようこ）,バカとテストと召喚獣にっ!,
大島 武（おおしま たけし）,バカとテストと召喚獣にっ!,
布施 文博（ふせ ふみひろ）,バカとテストと召喚獣にっ!,
長谷川（はせがわ）,バカとテストと召喚獣にっ!,
船越（ふなこし）,バカとテストと召喚獣にっ!,
遠藤（えんどう）,バカとテストと召喚獣にっ!,
竹原（たけはら）,バカとテストと召喚獣にっ!,
吉井 玲（よしい あきら）,バカとテストと召喚獣にっ!,
明久の母,バカとテストと召喚獣にっ!,
姫路 瑞穂（ひめじ みずほ）,バカとテストと召喚獣にっ!,
島田 葉月（しまだ はづき）,バカとテストと召喚獣にっ!,
坂本 雪乃（さかもと ゆきの）,バカとテストと召喚獣にっ!,
土屋 颯太（つちや そうた）,バカとテストと召喚獣にっ!,
土屋 陽太（つちや ようた）,バカとテストと召喚獣にっ!,
土屋 陽向（つちや ひなた）,バカとテストと召喚獣にっ!,
康太の父,バカとテストと召喚獣にっ!,
久保 良光（くぼ よしみつ）,バカとテストと召喚獣にっ!,
美春の父,バカとテストと召喚獣にっ!,
雪村千鶴（ゆきむら ちづる）,薄桜鬼,25
土方歳三（ひじかた としぞう）,薄桜鬼,
沖田総司（おきた そうじ）,薄桜鬼,
斎藤一（さいとう はじめ）,薄桜鬼,
藤堂平助（とうどう へいすけ）,薄桜鬼,
原田左之助（はらだ さのすけ）,薄桜鬼,
風間千景（かざま ちかげ）,薄桜鬼,
近藤勇（こんどう いさみ）,薄桜鬼,
山南敬助（さんなん けいすけ）[注 1],薄桜鬼,
永倉新八（ながくら しんぱち）,薄桜鬼,
井上源三郎（いのうえ げんざぶろう）,薄桜鬼,
山崎烝（やまざき すすむ）,薄桜鬼,
島田魁（しまだ かい）,薄桜鬼,
伊東甲子太郎（いとう かしたろう）,薄桜鬼,
松本良順（まつもと りょうじゅん）,薄桜鬼,
榎本武揚（えのもと たけあき）,薄桜鬼,
大鳥圭介（おおとり けいすけ）,薄桜鬼,
天霧九寿（あまぎり きゅうじゅ）,薄桜鬼,
不知火匡（しらぬい きょう）,薄桜鬼,
南雲薫（なぐも かおる）,薄桜鬼,
雪村綱道（ゆきむら こうどう）,薄桜鬼,
千姫（せんひめ）,薄桜鬼,
君菊（きみぎく）,薄桜鬼,
井吹龍之介（いぶき りゅうのすけ）,薄桜鬼,
芹沢鴨（せりざわ かも）,薄桜鬼,
新見錦（にいみ にしき）,薄桜鬼,
平間重助（ひらま じゅうすけ）,薄桜鬼,
佐々木愛次郎（ささき あいじろう）,薄桜鬼,
殿内義雄（とのうち よしお）,薄桜鬼,
小鈴（こすず）,薄桜鬼,
お梅（おうめ）,薄桜鬼,
あぐり（あぐり）,薄桜鬼,
桂小五郎（かつら こごろう）,薄桜鬼,
西郷隆盛（さいごう たかもり）,薄桜鬼,
霧島梢（きりしま こずえ）,薄桜鬼,
高杉晋作（たかすぎ しんさく）,薄桜鬼,
岡田以蔵（おかだ いぞう）,薄桜鬼,
グラバー,薄桜鬼,
山縣有朋（やまがた ありとも）,薄桜鬼,
久坂玄瑞（くさか げんずい）,薄桜鬼,
伊藤博文（いとう ひろぶみ）,薄桜鬼,
吉田松陰（よしだ しょういん）,薄桜鬼,
武市半平太（たけち はんぺいた）,薄桜鬼,
霧島聡介（きりしま そうすけ）,薄桜鬼,
清河八郎（きよかわ はちろう）,薄桜鬼,
伊庭八郎 （いば はちろう）,薄桜鬼,
相馬主計 （そうま かずえ）,薄桜鬼,
坂本龍馬 （さかもと りょうま）,薄桜鬼,
武田観柳斎 （たけだ かんりゅうさい）,薄桜鬼,
三木三郎 （みき さぶろう）,薄桜鬼,
本山小太郎 （もとやま こたろう）,薄桜鬼,
野村利三郎 （のむら りさぶろう）,薄桜鬼,
中岡慎太郎 （なかおか しんたろう）,薄桜鬼,
古高俊太郎（ふるたか しゅんたろう）,薄桜鬼,
安藤（あんどう） / 新田（にった）,薄桜鬼,
奥沢（おくざわ）,薄桜鬼,
松平容保（まつだいら かたもり）,薄桜鬼,
正木時茂（まさき ときしげ）,薄桜鬼,
樫倉（かしくら） / 三沢（みさわ）,薄桜鬼,
星恂太郎（ほし じゅんたろう）,薄桜鬼,
荒井郁之助（あらい いくのすけ）,薄桜鬼,
徳川太郎（とくがわ たろう）,薄桜鬼,
甲賀源吾（こうが げんご）,薄桜鬼,
黒田清隆（くろだ きよたか）,薄桜鬼,
滝川（たきがわ）,薄桜鬼,
勇坊（ゆうぼう）,薄桜鬼,
沖田みつ（おきた みつ）,薄桜鬼,
近藤周斎（こんどう しゅうさい）,薄桜鬼,
家里（いえさと）,薄桜鬼,
川島勝司（かわしま かつじ）,薄桜鬼,
小寅（ことら）,薄桜鬼,
お鹿（おしか）,薄桜鬼,
佐伯（さえき）,薄桜鬼,
佐倉 羽音（さくら はね）,ばくおん!!,25
天野 恩紗（あまの おんさ）,ばくおん!!,
鈴乃木 凜[注 4]（すずのき りん）,ばくおん!!,
来夢先輩（らいむせんぱい）/ 仮名：川崎 来夢（かわさき らいむ）[注 8],ばくおん!!,
三ノ輪 聖（みのわ ひじり）,ばくおん!!,
佐倉 由女（さくら ゆめ）,ばくおん!!,
中野 千雨（なかの ちさめ）,ばくおん!!,
伊藤 真奈美（いとう まなみ）,ばくおん!!,
宇川 徹子（うかわ てつこ）,ばくおん!!,
青山 さちえ（あおやま さちえ）,ばくおん!!,
浜松 じゅん（はままつ じゅん）,ばくおん!!,
磐田 ぴあの（いわた ぴあの）,ばくおん!!,
神戸 のぞみ（こうべ のぞみ）,ばくおん!!,
早川（はやかわ）,ばくおん!!,
鈴乃木 刃（すずのき じん）,ばくおん!!,
恩紗の父,ばくおん!!,
バイ太,ばくおん!!,
たづ子,ばくおん!!,
猿山 猿子（さるやま さるこ）,ばくおん!!,
中野 アキナ（なかの アキナ）,ばくおん!!,
中野 欽矢（なかの きんや）,ばくおん!!,
ジーザス[注 26],ばくおん!!,
王様・押し掛け大将・サル顔ピアス,ばくおん!!,
三等・参田・木戒・座保,ばくおん!!,
死神 十三,ばくおん!!,
オサム,ばくおん!!,
一本松 かぼす,ばくおん!!,
三井住 友子（みついすみ ともこ）,ばくおん!!,
コタロー,ばくおん!!,
くるる,ばくおん!!,
空操 弾馬（くうそう だんま）,爆丸バトルブローラーズ,25
美咲 琉乃（みさき るの）,爆丸バトルブローラーズ,
丸蔵 兆治（まるくら ちょうじ）,爆丸バトルブローラーズ,
風見 駿（かざみ しゅん）,爆丸バトルブローラーズ,
ジュリィ・ヘイワード,爆丸バトルブローラーズ,
アリス・ゲーハビッチ,爆丸バトルブローラーズ,
マスカレード,爆丸バトルブローラーズ,
城 治（じょう おさむ）,爆丸バトルブローラーズ,
ダン（空操弾馬） / Dan Kuso,爆丸バトルブローラーズ,
マルチョ（丸蔵兆治） / Marucho Marukuro,爆丸バトルブローラーズ,
シュン（風見駿） / Shun Kazami,爆丸バトルブローラーズ,
ミラ・フェルミン / Mira Clay,爆丸バトルブローラーズ,
バロン・リッチ / Baron Letloy,爆丸バトルブローラーズ,
エース・グリッド / Ace Grit,爆丸バトルブローラーズ,
ダン（空操弾馬）,爆丸バトルブローラーズ,
マルチョ（丸蔵兆治）,爆丸バトルブローラーズ,
シュン（風見駿）,爆丸バトルブローラーズ,
ジェイク・ヴァレリ,爆丸バトルブローラーズ,
ファビア・シーン,爆丸バトルブローラーズ,
レン・クロウラー,爆丸バトルブローラーズ,
ゼノヘルド4世 / Zenoheld,爆丸バトルブローラーズ,
プリンス・ハイドロン / Prince Hydron,爆丸バトルブローラーズ,
ミレーヌ・ファロウ / Mylene Pharaoh,爆丸バトルブローラーズ,
シャドウ・プローヴ / Shadow Prove,爆丸バトルブローラーズ,
ヴォルト・ラスター / Volt Luster,爆丸バトルブローラーズ,
リンク・ボラン / Lync Volan,爆丸バトルブローラーズ,
スペクトラ・ファントム / Spectra Phantom,爆丸バトルブローラーズ,
ガス・グラヴ / Gus Grav,爆丸バトルブローラーズ,
クレイ・フェルミン / Professor Clay,爆丸バトルブローラーズ,
バリオディウス,爆丸バトルブローラーズ,
カザリナ,爆丸バトルブローラーズ,
ギル,爆丸バトルブローラーズ,
エアゼル,爆丸バトルブローラーズ,
スコーティア,爆丸バトルブローラーズ,
ナザック,爆丸バトルブローラーズ,
シド・アーカイル,爆丸バトルブローラーズ,
リーナ・アイシス,爆丸バトルブローラーズ,
ゼネット・シローネ,爆丸バトルブローラーズ,
ブルース・ブラウン,爆丸バトルブローラーズ,
エイザン・グリン,爆丸バトルブローラーズ,
セリーヌ・シーン,爆丸バトルブローラーズ,
エルライト,爆丸バトルブローラーズ,
ライナス・クロード,爆丸バトルブローラーズ,
ネオジップザム,爆丸バトルブローラーズ,
アーナウト,爆丸バトルブローラーズ,
シュウジ、アキラ,爆丸バトルブローラーズ,
ネネ,爆丸バトルブローラーズ,
リキマル,爆丸バトルブローラーズ,
リョウ,爆丸バトルブローラーズ,
タツヤ,爆丸バトルブローラーズ,
ケンジ、ケンタ,爆丸バトルブローラーズ,
カニ、ナエ,爆丸バトルブローラーズ,
アイ、マコト,爆丸バトルブローラーズ,
タカシ、コースケ,爆丸バトルブローラーズ,
ツヨシ,爆丸バトルブローラーズ,
コーイチ,爆丸バトルブローラーズ,
先生（せんせい）,爆丸バトルブローラーズ,
ビリー・ギルバート,爆丸バトルブローラーズ,
クラウス・フォン・ヘルゼン,爆丸バトルブローラーズ,
チャン・リー,爆丸バトルブローラーズ,
ジュリオ,爆丸バトルブローラーズ,
コンバ,爆丸バトルブローラーズ,
空操 美代子（くうそう みよこ）,爆丸バトルブローラーズ,
空操 信二郎（くうそう しんじろう）,爆丸バトルブローラーズ,
美咲 達夫（みさき たつお）,爆丸バトルブローラーズ,
美咲 早紀（みさき さき）,爆丸バトルブローラーズ,
丸蔵 祥子（まるくら しょうこ）,爆丸バトルブローラーズ,
カトー,爆丸バトルブローラーズ,
風見 栞（かざみ しおり）,爆丸バトルブローラーズ,
デイジー・ヘイワード,爆丸バトルブローラーズ,
ミヒャエル・ゲーハビッチ,爆丸バトルブローラーズ,
HAL-G（ハル・ゲー）,爆丸バトルブローラーズ,
ドラゴノイド,爆丸バトルブローラーズ,
ノヴァ・メテオドラゴノイド,爆丸バトルブローラーズ,
ノヴァ・アルティマドラゴノイド,爆丸バトルブローラーズ,
インフィニティ・ドラゴノイド,爆丸バトルブローラーズ,
アルティメット・ドラゴノイド,爆丸バトルブローラーズ,
クロス・ドラゴノイド,爆丸バトルブローラーズ,
ヘリックス・ドラゴノイド,爆丸バトルブローラーズ,
ブレイズ・ドラゴノイド,爆丸バトルブローラーズ,
ブリッツ・ドラゴノイド,爆丸バトルブローラーズ,
ティグレス,爆丸バトルブローラーズ,
プレデター,爆丸バトルブローラーズ,
アクア・プレデター・アンジェロ、ディアブロ,爆丸バトルブローラーズ,
アンジェロ,爆丸バトルブローラーズ,
ディアブロ,爆丸バトルブローラーズ,
ゴーレム,爆丸バトルブローラーズ,
フェニックス,爆丸バトルブローラーズ,
ヒュドラ,爆丸バトルブローラーズ,
ウィルダ,爆丸バトルブローラーズ,
パーシバル,爆丸バトルブローラーズ,
シャーマン,爆丸バトルブローラーズ,
エルフィン,爆丸バトルブローラーズ,
イングラム,爆丸バトルブローラーズ,
シャドウウイング,爆丸バトルブローラーズ,
スコルピオ,爆丸バトルブローラーズ,
スラッシュ,爆丸バトルブローラーズ,
バライトン,爆丸バトルブローラーズ,
ファルコンフライ,爆丸バトルブローラーズ,
ラビーフライ,爆丸バトルブローラーズ,
ガーディアン,爆丸バトルブローラーズ,
トライポッド・シータ,爆丸バトルブローラーズ,
ホークター,爆丸バトルブローラーズ,
ホッパー,爆丸バトルブローラーズ,
コアデム,爆丸バトルブローラーズ,
ラインハルト,爆丸バトルブローラーズ,
ワイバーン,爆丸バトルブローラーズ,
ナーガ,爆丸バトルブローラーズ,
ロック,爆丸バトルブローラーズ,
シルティス,爆丸バトルブローラーズ,
シャイア,爆丸バトルブローラーズ,
ドロア,爆丸バトルブローラーズ,
キーブル,爆丸バトルブローラーズ,
ファウスト,爆丸バトルブローラーズ,
ヘリオス/サイボーグ・ヘリオス,爆丸バトルブローラーズ,
アルティメット・ヘリオス,爆丸バトルブローラーズ,
ヘリオスMK2,爆丸バトルブローラーズ,
バルカン,爆丸バトルブローラーズ,
ブロンテス,爆丸バトルブローラーズ,
ヴェガ,爆丸バトルブローラーズ,
トライポッド・イプシロン,爆丸バトルブローラーズ,
クロノス,爆丸バトルブローラーズ,
アルタイル,爆丸バトルブローラーズ,
ハーデス,爆丸バトルブローラーズ,
ドリアード,爆丸バトルブローラーズ,
マキュバス,爆丸バトルブローラーズ,
アリューズ,爆丸バトルブローラーズ,
ゴリアテス,爆丸バトルブローラーズ,
MACスパイダー,爆丸バトルブローラーズ,
ファーブロス,爆丸バトルブローラーズ,
アサイル・ファーブロス,爆丸バトルブローラーズ,
オルタナティブ・ファーブロス,爆丸バトルブローラーズ,
ワイアード,爆丸バトルブローラーズ,
ドローン・スパイダー,爆丸バトルブローラーズ,
ルミナカールベルト,爆丸バトルブローラーズ,
フォートレス,爆丸バトルブローラーズ,
メタルフェンサー,爆丸バトルブローラーズ,
ダラク,爆丸バトルブローラーズ,
ファントム・ダラク,爆丸バトルブローラーズ,
ガリアブル,爆丸バトルブローラーズ,
ウルファング,爆丸バトルブローラーズ,
クラックス,爆丸バトルブローラーズ,
キマイラ,爆丸バトルブローラーズ,
リズラス,爆丸バトルブローラーズ,
ブルティカン,爆丸バトルブローラーズ,
ルビアノイド,爆丸バトルブローラーズ,
フォス,爆丸バトルブローラーズ,
コンテスター,爆丸バトルブローラーズ,
エイヴィア,爆丸バトルブローラーズ,
プリシオン,爆丸バトルブローラーズ,
ルシフェル,爆丸バトルブローラーズ,
賢者ラオフー,爆丸バトルブローラーズ,
デジタルクローン爆丸,爆丸バトルブローラーズ,
ファーブニル,爆丸バトルブローラーズ,
ラーズリオン,爆丸バトルブローラーズ,
フロッシュ,爆丸バトルブローラーズ,
オベロン,爆丸バトルブローラーズ,
クレイフ,爆丸バトルブローラーズ,
エクセドラ,爆丸バトルブローラーズ,
サイクロプス,爆丸バトルブローラーズ,
セイレーン,爆丸バトルブローラーズ,
アシュラ,爆丸バトルブローラーズ,
フラッシャル,爆丸バトルブローラーズ,
ハーピー,爆丸バトルブローラーズ,
ラプター / Falconeer,爆丸バトルブローラーズ,
シュレッダー / Fear Ripper,爆丸バトルブローラーズ,
サーペント / Serpenoid,爆丸バトルブローラーズ,
ザウラス / Saurus,爆丸バトルブローラーズ,
スコーピオン / Stinglash,爆丸バトルブローラーズ,
ガリソン / Robotallion,爆丸バトルブローラーズ,
ジャガーノート / Juggernoid,爆丸バトルブローラーズ,
グリフォン / Griffon,爆丸バトルブローラーズ,
センチピード / Centipoid,爆丸バトルブローラーズ,
レーザーマン / Laserman,爆丸バトルブローラーズ,
マンティス / Mantris,爆丸バトルブローラーズ,
キャンサー（テラークロー） / Terrorclaw,爆丸バトルブローラーズ,
ガーゴイル（ガーゴノイド） / Gargonoid,爆丸バトルブローラーズ,
サイドワインダー（ラトロイド） / Rattleoid,爆丸バトルブローラーズ,
ワーム / Wormquake,爆丸バトルブローラーズ,
クロウ / Ravenoid,爆丸バトルブローラーズ,
リムルス / Limulus,爆丸バトルブローラーズ,
フェアリー（モナルス） / Monarus,爆丸バトルブローラーズ,
エル・コンドル / El Condor,爆丸バトルブローラーズ,
ビー・ストライカー / Bee Striker,爆丸バトルブローラーズ,
グロリアス / Warius,爆丸バトルブローラーズ,
ナイト / Siege,爆丸バトルブローラーズ,
スフィンクス / Manion,爆丸バトルブローラーズ,
エレファント / Tuskor,爆丸バトルブローラーズ,
ジャッカル / Hynoid,爆丸バトルブローラーズ,
パラディン / 5th Paladin,爆丸バトルブローラーズ,
ウォンチュー / Wontu,爆丸バトルブローラーズ,
アトモス / Atmos,爆丸バトルブローラーズ,
ベリアス / Verias,爆丸バトルブローラーズ,
フリーザー / Freezer,爆丸バトルブローラーズ,
アビスオメガ / Abis Omega,爆丸バトルブローラーズ,
スタッグ / Stug,爆丸バトルブローラーズ,
ハイパードラゴノイド / Hyper Dragonoid,爆丸バトルブローラーズ,
フライビートル / Fly Beetle,爆丸バトルブローラーズ,
アンカーザウル / Anchorsaur,爆丸バトルブローラーズ,
ハンマーザウル / Hammersaur,爆丸バトルブローラーズ,
マギーモス / Atchibee,爆丸バトルブローラーズ,
ラフレシアン / Rafflesian,爆丸バトルブローラーズ,
ジェルダン / Jelldon,爆丸バトルブローラーズ,
クラウサー / Clawcer,爆丸バトルブローラーズ,
ゴブリンボール / Goblinball,爆丸バトルブローラーズ,
シルフィー / Sylvee,爆丸バトルブローラーズ,
ラクスター / Luxtor,爆丸バトルブローラーズ,
ファンゴイド / Fangoid,爆丸バトルブローラーズ,
グレン / Gren,爆丸バトルブローラーズ,
スナップゾイド / Snapzoid,爆丸バトルブローラーズ,
メルリクス / Merlix,爆丸バトルブローラーズ,
スピッド / Spidaro,爆丸バトルブローラーズ,
ジェクト / Jetro,爆丸バトルブローラーズ,
ラムドル / Ramdol,爆丸バトルブローラーズ,
メガロス / Megarus,爆丸バトルブローラーズ,
グロトロノイド / Glotronoid,爆丸バトルブローラーズ,
ラプトリクス / Raptorix,爆丸バトルブローラーズ,
ロングフライ / Longfly,爆丸バトルブローラーズ,
ホーニクス / Buz Hornix,爆丸バトルブローラーズ,
サラマンデス / Venoclaw,爆丸バトルブローラーズ,
エレゾイド / Volt Elezoid,爆丸バトルブローラーズ,
ジップザム / Ziperator,爆丸バトルブローラーズ,
爆丸（ばくがん）,爆丸バトルブローラーズ,
バトルブローラーズ,爆丸バトルブローラーズ,
ゲートカード,爆丸バトルブローラーズ,
アビリティカード,爆丸バトルブローラーズ,
モバイル,爆丸バトルブローラーズ,
ヴェストロイア,爆丸バトルブローラーズ,
ボルテックス世界,爆丸バトルブローラーズ,
ワンダーレボリューション,爆丸バトルブローラーズ,
デス次元（デスじげん）,爆丸バトルブローラーズ,
白きもの,爆丸バトルブローラーズ,
六方陣,爆丸バトルブローラーズ,
ヴェスター,爆丸バトルブローラーズ,
爆丸ディフェンダー,爆丸バトルブローラーズ,
HEX（ヘックス）,爆丸バトルブローラーズ,
ガントレット,爆丸バトルブローラーズ,
召喚爆丸,爆丸バトルブローラーズ,
ディメンションコントローラー,爆丸バトルブローラーズ,
メカ爆丸,爆丸バトルブローラーズ,
BTシステム,爆丸バトルブローラーズ,
爆丸インタースペース,爆丸バトルブローラーズ,
バトルギア,爆丸バトルブローラーズ,
オルタナティヴ・システム,爆丸バトルブローラーズ,
12統制者（トゥエルブ・オーダーズ）,爆丸バトルブローラーズ,
バトルビークル,爆丸バトルブローラーズ,
アイトーン / Raytheus,爆丸バトルブローラーズ,
ナーヴィ / Jakalier,爆丸バトルブローラーズ,
聖なるオーヴ,爆丸バトルブローラーズ,
エレメント,爆丸バトルブローラーズ,
コロッサス・ドラゴン,爆丸バトルブローラーズ,
戸坂玉悟（とさか たまご）,爆球連発!!スーパービーダマン,25
西部丸馬（にしべ がんま）,爆球連発!!スーパービーダマン,
サラー,爆球連発!!スーパービーダマン,
風間美利（かざま よしのり）,爆球連発!!スーパービーダマン,
飛田猫丸（とだ ねこまる）,爆球連発!!スーパービーダマン,
伊集院圧政（いじゅういん あつまさ）,爆球連発!!スーパービーダマン,
北条明（ほうじょう あきら）,爆球連発!!スーパービーダマン,
早乙女基夫（さおとめ もとお）,爆球連発!!スーパービーダマン,
井出安行（いで やすゆき）,爆球連発!!スーパービーダマン,
大倉剛（おおくら つよし）,爆球連発!!スーパービーダマン,
村上海人（むらかみ かいと）,爆球連発!!スーパービーダマン,
真鈴（まりん）,爆球連発!!スーパービーダマン,
太洋（たいよう）,爆球連発!!スーパービーダマン,
赤鬼（あかき）,爆球連発!!スーパービーダマン,
青鬼（あおき）,爆球連発!!スーパービーダマン,
我猛 トキオ（がもう トキオ）,爆球連発!!スーパービーダマン,
近輪（ちかわ）,爆球連発!!スーパービーダマン,
闘志（とうし）,爆球連発!!スーパービーダマン,
悠（ゆう）,爆球連発!!スーパービーダマン,
大根（おおね）,爆球連発!!スーパービーダマン,
高原 命（たかはら みこと）,爆球連発!!スーパービーダマン,
円 大作（まどか だいさく）,爆球連発!!スーパービーダマン,
高尾 天空（たかお てんくう）,爆球連発!!スーパービーダマン,
草薙 たける（くさなぎ たける）,爆球連発!!スーパービーダマン,
高原 光（たかはら ひかり）,爆球連発!!スーパービーダマン,
Dr.タマノ,爆球連発!!スーパービーダマン,
Dr.古賀,爆球連発!!スーパービーダマン,
Dr.矢部,爆球連発!!スーパービーダマン,
Dr.野口,爆球連発!!スーパービーダマン,
Dr.迫,爆球連発!!スーパービーダマン,
菊地,爆球連発!!スーパービーダマン,
立花,爆球連発!!スーパービーダマン,
相原,爆球連発!!スーパービーダマン,
マスター攻略王,爆球連発!!スーパービーダマン,
高原夜見（たかはらやみ）,爆球連発!!スーパービーダマン,
津印（ついん）,爆球連発!!スーパービーダマン,
伴太（ばんた）,爆球連発!!スーパービーダマン,
銀河（ぎんが）,爆球連発!!スーパービーダマン,
マダラ,爆球連発!!スーパービーダマン,
戸坂 玉四（とさか たまし）,爆球連発!!スーパービーダマン,
かける,爆球連発!!スーパービーダマン,
まもる,爆球連発!!スーパービーダマン,
黒羽兄弟（くろはきょうだい）,爆球連発!!スーパービーダマン,
北山 隼人（きたやま はやと）,爆球連発!!スーパービーダマン,
サッカー部のキャプテン,爆球連発!!スーパービーダマン,
後藤、三上（ごとう、みかみ）,爆球連発!!スーパービーダマン,
チームシャドウズ,爆球連発!!スーパービーダマン,
チームバンディット,爆球連発!!スーパービーダマン,
パーフェクトハンターズ,爆球連発!!スーパービーダマン,
T・レックス（チーム・レックス）,爆球連発!!スーパービーダマン,
セバスチャン,爆球連発!!スーパービーダマン,
札月鋭一（ふだつき えいいち）,爆球連発!!スーパービーダマン,
札月鋭二（ふだつき えいじ）,爆球連発!!スーパービーダマン,
ケンジ,爆球連発!!スーパービーダマン,
ガンマの母,爆球連発!!スーパービーダマン,
オーグル,爆球連発!!スーパービーダマン,
ガルム,爆球連発!!スーパービーダマン,
オーディーン,爆球連発!!スーパービーダマン,
ジャイアントゴロウ,爆球連発!!スーパービーダマン,
スナイパーシンゴ,爆球連発!!スーパービーダマン,
ハスラーナミ,爆球連発!!スーパービーダマン,
疾風のタクヤ,爆球連発!!スーパービーダマン,
モナワン星人,爆球連発!!スーパービーダマン,
小野寺マリ（おのでら まり）,爆球連発!!スーパービーダマン,
ニセチームガッツ,爆球連発!!スーパービーダマン,
ビー玉番長,爆球連発!!スーパービーダマン,
札月 寿利亜（ふだつき じゅりあ）,爆球連発!!スーパービーダマン,
赤ボン (スーパー),爆球連発!!スーパービーダマン,
ファイティングフェニックス (OS),爆球連発!!スーパービーダマン,
バトルフェニックス (PI),爆球連発!!スーパービーダマン,
コンバットフェニックス (PI-EX),爆球連発!!スーパービーダマン,
ガーディアンフェニックス（ガーディアンモデル）,爆球連発!!スーパービーダマン,
バンガードフェニックス (E-Unit),爆球連発!!スーパービーダマン,
マグネットボンバー,爆球連発!!スーパービーダマン,
